,geometry,color,mw,plantName,year
1083,"5705     POLYGON ((304994.295 4267831.113, 304976.148 4...
5706     POLYGON ((304994.295 4267831.113, 304976.148 4...
5707     POLYGON ((304994.295 4267831.113, 304976.148 4...
26168    POLYGON ((304994.295 4267831.113, 304976.148 4...
26169    POLYGON ((304994.295 4267831.113, 304976.148 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3768682.164,Possum Point-NG,2013
347,"26159    POLYGON ((387565.821 4070270.512, 387547.750 4...
26163    POLYGON ((387565.821 4070270.512, 387547.750 4...
26164    POLYGON ((387565.821 4070270.512, 387547.750 4...
26165    POLYGON ((387565.821 4070270.512, 387547.750 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3752931.0,Chesapeake-BIT,2005
1190,"10661    POLYGON ((288439.292 4188752.705, 288421.230 4...
10662    POLYGON ((288439.292 4188752.705, 288421.230 4...
10663    POLYGON ((288439.292 4188752.705, 288421.230 4...
10664    POLYGON ((288439.292 4188752.705, 288421.230 4...
10665    POLYGON ((288439.292 4188752.705, 288421.230 4...
10666    POLYGON ((288439.292 4188752.705, 288421.230 4...
10667    POLYGON ((288439.292 4188752.705, 288421.230 4...
10668    POLYGON ((288439.292 4188752.705, 288421.230 4...
10669    POLYGON ((288439.292 4188752.705, 288421.230 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3751092.9669999997,Doswell Energy Center-NG,2014
1023,"15053    POLYGON ((214064.920 4177118.345, 214046.948 4...
15054    POLYGON ((214064.920 4177118.345, 214046.948 4...
15055    POLYGON ((214064.920 4177118.345, 214046.948 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3732284.0,Bear Garden-NG,2013
1149,"13021    POLYGON ((206253.289 4196416.336, 206235.463 4...
13022    POLYGON ((206253.289 4196416.336, 206235.463 4...
13023    POLYGON ((206253.289 4196416.336, 206235.463 4...
13024    POLYGON ((206253.289 4196416.336, 206235.463 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3701880.0,Tenaska Virginia Generating Station-NG,2014
1594,"5705     POLYGON ((304894.223 4267831.113, 304876.558 4...
5706     POLYGON ((304894.223 4267831.113, 304876.558 4...
5707     POLYGON ((304894.223 4267831.113, 304876.558 4...
26168    POLYGON ((304894.223 4267831.113, 304876.558 4...
26169    POLYGON ((304894.223 4267831.113, 304876.558 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3668610.115,Possum Point-NG,2018
429,"26159    POLYGON ((387469.696 4070270.512, 387452.087 4...
26163    POLYGON ((387469.696 4070270.512, 387452.087 4...
26164    POLYGON ((387469.696 4070270.512, 387452.087 4...
26165    POLYGON ((387469.696 4070270.512, 387452.087 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3656806.0,Chesapeake-BIT,2006
1319,"15053    POLYGON ((213939.014 4177118.345, 213921.648 4...
15054    POLYGON ((213939.014 4177118.345, 213921.648 4...
15055    POLYGON ((213939.014 4177118.345, 213921.648 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3606377.7989999996,Bear Garden-NG,2016
918,"5681     POLYGON ((292592.500 4139937.730, 292575.169 4...
5682     POLYGON ((292592.500 4139937.730, 292575.169 4...
26156    POLYGON ((292592.500 4139937.730, 292575.169 4...
26157    POLYGON ((292592.500 4139937.730, 292575.169 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3599196.6119999997,Chesterfield-BIT,2012
187,"26159    POLYGON ((387406.102 4070270.512, 387388.800 4...
26163    POLYGON ((387406.102 4070270.512, 387388.800 4...
26164    POLYGON ((387406.102 4070270.512, 387388.800 4...
26165    POLYGON ((387406.102 4070270.512, 387388.800 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3593212.0,Chesapeake-BIT,2003
761,"13021    POLYGON ((206131.055 4196416.336, 206113.818 4...
13022    POLYGON ((206131.055 4196416.336, 206113.818 4...
13023    POLYGON ((206131.055 4196416.336, 206113.818 4...
13024    POLYGON ((206131.055 4196416.336, 206113.818 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3579646.0,Tenaska Virginia Generating Station-NG,2010
1382,"5705     POLYGON ((304677.769 4267831.113, 304661.146 4...
5706     POLYGON ((304677.769 4267831.113, 304661.146 4...
5707     POLYGON ((304677.769 4267831.113, 304661.146 4...
26168    POLYGON ((304677.769 4267831.113, 304661.146 4...
26169    POLYGON ((304677.769 4267831.113, 304661.146 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3452155.885,Possum Point-NG,2016
1181,"5705     POLYGON ((304672.621 4267831.113, 304656.023 4...
5706     POLYGON ((304672.621 4267831.113, 304656.023 4...
5707     POLYGON ((304672.621 4267831.113, 304656.023 4...
26168    POLYGON ((304672.621 4267831.113, 304656.023 4...
26169    POLYGON ((304672.621 4267831.113, 304656.023 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3447007.72,Possum Point-NG,2014
791,"5705     POLYGON ((304663.899 4267831.113, 304647.342 4...
5706     POLYGON ((304663.899 4267831.113, 304647.342 4...
5707     POLYGON ((304663.899 4267831.113, 304647.342 4...
26168    POLYGON ((304663.899 4267831.113, 304647.342 4...
26169    POLYGON ((304663.899 4267831.113, 304647.342 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3438285.435,Possum Point-NG,2010
994,"10661    POLYGON ((288124.847 4188752.705, 288108.299 4...
10662    POLYGON ((288124.847 4188752.705, 288108.299 4...
10663    POLYGON ((288124.847 4188752.705, 288108.299 4...
10664    POLYGON ((288124.847 4188752.705, 288108.299 4...
10665    POLYGON ((288124.847 4188752.705, 288108.299 4...
10666    POLYGON ((288124.847 4188752.705, 288108.299 4...
10667    POLYGON ((288124.847 4188752.705, 288108.299 4...
10668    POLYGON ((288124.847 4188752.705, 288108.299 4...
10669    POLYGON ((288124.847 4188752.705, 288108.299 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3436647.909,Doswell Energy Center-NG,2012
1218,"15053    POLYGON ((213753.883 4177118.345, 213737.408 4...
15054    POLYGON ((213753.883 4177118.345, 213737.408 4...
15055    POLYGON ((213753.883 4177118.345, 213737.408 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3421246.9310000003,Bear Garden-NG,2015
607,"26159    POLYGON ((387188.878 4070270.512, 387172.621 4...
26163    POLYGON ((387188.878 4070270.512, 387172.621 4...
26164    POLYGON ((387188.878 4070270.512, 387172.621 4...
26165    POLYGON ((387188.878 4070270.512, 387172.621 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3375987.565,Chesapeake-BIT,2008
1419,"5681     POLYGON ((292353.526 4139937.730, 292337.346 4...
5682     POLYGON ((292353.526 4139937.730, 292337.346 4...
26156    POLYGON ((292353.526 4139937.730, 292337.346 4...
26157    POLYGON ((292353.526 4139937.730, 292337.346 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3360222.811,Chesterfield-BIT,2017
797,"26159    POLYGON ((387112.219 4070270.512, 387096.332 4...
26163    POLYGON ((387112.219 4070270.512, 387096.332 4...
26164    POLYGON ((387112.219 4070270.512, 387096.332 4...
26165    POLYGON ((387112.219 4070270.512, 387096.332 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3299329.2210000004,Chesapeake-BIT,2010
1459,"18289    POLYGON ((283080.731 4326301.966, 283064.881 4...
18290    POLYGON ((283080.731 4326301.966, 283064.881 4...
18291    POLYGON ((283080.731 4326301.966, 283064.881 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3291609.0,Stonewall-NG,2017
701,"26159    POLYGON ((387091.976 4070270.512, 387076.187 4...
26163    POLYGON ((387091.976 4070270.512, 387076.187 4...
26164    POLYGON ((387091.976 4070270.512, 387076.187 4...
26165    POLYGON ((387091.976 4070270.512, 387076.187 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3279086.1969999997,Chesapeake-BIT,2009
1435,"7527    POLYGON ((173060.282 4086749.144, 173044.598 4...
7528    POLYGON ((173060.282 4086749.144, 173044.598 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",3257085.856,Clover-BIT,2017
1092,"10661    POLYGON ((287939.010 4188752.705, 287923.357 4...
10662    POLYGON ((287939.010 4188752.705, 287923.357 4...
10663    POLYGON ((287939.010 4188752.705, 287923.357 4...
10664    POLYGON ((287939.010 4188752.705, 287923.357 4...
10665    POLYGON ((287939.010 4188752.705, 287923.357 4...
10666    POLYGON ((287939.010 4188752.705, 287923.357 4...
10667    POLYGON ((287939.010 4188752.705, 287923.357 4...
10668    POLYGON ((287939.010 4188752.705, 287923.357 4...
10669    POLYGON ((287939.010 4188752.705, 287923.357 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3250810.953,Doswell Energy Center-NG,2013
1425,"15053    POLYGON ((213543.635 4177118.345, 213528.173 4...
15054    POLYGON ((213543.635 4177118.345, 213528.173 4...
15055    POLYGON ((213543.635 4177118.345, 213528.173 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3210998.7860000003,Bear Garden-NG,2017
695,"5705     POLYGON ((304405.173 4267831.113, 304389.863 4...
5706     POLYGON ((304405.173 4267831.113, 304389.863 4...
5707     POLYGON ((304405.173 4267831.113, 304389.863 4...
26168    POLYGON ((304405.173 4267831.113, 304389.863 4...
26169    POLYGON ((304405.173 4267831.113, 304389.863 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3179560.309,Possum Point-NG,2009
1120,"15053    POLYGON ((213498.483 4177118.345, 213483.238 4...
15054    POLYGON ((213498.483 4177118.345, 213483.238 4...
15055    POLYGON ((213498.483 4177118.345, 213483.238 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3165846.895,Bear Garden-NG,2014
1015,"5683    POLYGON ((292060.219 4139937.730, 292045.451 4...
5684    POLYGON ((292060.219 4139937.730, 292045.451 4...
5685    POLYGON ((292060.219 4139937.730, 292045.451 4...
5686    POLYGON ((292060.219 4139937.730, 292045.451 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3066915.861,Chesterfield-NG,2013
1417,"5683    POLYGON ((292053.733 4139937.730, 292038.996 4...
5684    POLYGON ((292053.733 4139937.730, 292038.996 4...
5685    POLYGON ((292053.733 4139937.730, 292038.996 4...
5686    POLYGON ((292053.733 4139937.730, 292038.996 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",3060429.249,Chesterfield-NG,2017
887,"5705     POLYGON ((304174.765 4267831.113, 304160.564 4...
5706     POLYGON ((304174.765 4267831.113, 304160.564 4...
5707     POLYGON ((304174.765 4267831.113, 304160.564 4...
26168    POLYGON ((304174.765 4267831.113, 304160.564 4...
26169    POLYGON ((304174.765 4267831.113, 304160.564 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2949151.51,Possum Point-NG,2011
1539,"7527    POLYGON ((172710.470 4086749.144, 172696.470 4...
7528    POLYGON ((172710.470 4086749.144, 172696.470 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",2907274.091,Clover-BIT,2018
896,"10661    POLYGON ((287468.907 4188752.705, 287455.517 4...
10662    POLYGON ((287468.907 4188752.705, 287455.517 4...
10663    POLYGON ((287468.907 4188752.705, 287455.517 4...
10664    POLYGON ((287468.907 4188752.705, 287455.517 4...
10665    POLYGON ((287468.907 4188752.705, 287455.517 4...
10666    POLYGON ((287468.907 4188752.705, 287455.517 4...
10667    POLYGON ((287468.907 4188752.705, 287455.517 4...
10668    POLYGON ((287468.907 4188752.705, 287455.517 4...
10669    POLYGON ((287468.907 4188752.705, 287455.517 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2780707.4310000003,Doswell Energy Center-NG,2011
917,"5683    POLYGON ((291736.394 4139937.730, 291723.185 4...
5684    POLYGON ((291736.394 4139937.730, 291723.185 4...
5685    POLYGON ((291736.394 4139937.730, 291723.185 4...
5686    POLYGON ((291736.394 4139937.730, 291723.185 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2743090.5489999996,Chesterfield-NG,2012
893,"26159    POLYGON ((386522.967 4070270.512, 386509.917 4...
26163    POLYGON ((386522.967 4070270.512, 386509.917 4...
26164    POLYGON ((386522.967 4070270.512, 386509.917 4...
26165    POLYGON ((386522.967 4070270.512, 386509.917 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",2710076.59,Chesapeake-BIT,2011
800,"10661    POLYGON ((287281.018 4188752.705, 287268.533 4...
10662    POLYGON ((287281.018 4188752.705, 287268.533 4...
10663    POLYGON ((287281.018 4188752.705, 287268.533 4...
10664    POLYGON ((287281.018 4188752.705, 287268.533 4...
10665    POLYGON ((287281.018 4188752.705, 287268.533 4...
10666    POLYGON ((287281.018 4188752.705, 287268.533 4...
10667    POLYGON ((287281.018 4188752.705, 287268.533 4...
10668    POLYGON ((287281.018 4188752.705, 287268.533 4...
10669    POLYGON ((287281.018 4188752.705, 287268.533 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2592818.577,Doswell Energy Center-NG,2010
510,"5705     POLYGON ((303638.658 4267831.113, 303627.039 4...
5706     POLYGON ((303638.658 4267831.113, 303627.039 4...
5707     POLYGON ((303638.658 4267831.113, 303627.039 4...
26168    POLYGON ((303638.658 4267831.113, 303627.039 4...
26169    POLYGON ((303638.658 4267831.113, 303627.039 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2413045.0,Possum Point-NG,2007
1310,"5683    POLYGON ((291394.223 4139937.730, 291382.661 4...
5684    POLYGON ((291394.223 4139937.730, 291382.661 4...
5685    POLYGON ((291394.223 4139937.730, 291382.661 4...
5686    POLYGON ((291394.223 4139937.730, 291382.661 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2400919.0,Chesterfield-NG,2016
631,"5683    POLYGON ((291373.729 4139937.730, 291362.267 4...
5684    POLYGON ((291373.729 4139937.730, 291362.267 4...
5685    POLYGON ((291373.729 4139937.730, 291362.267 4...
5686    POLYGON ((291373.729 4139937.730, 291362.267 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2380425.67,Chesterfield-NG,2009
252,"26170    POLYGON ((372624.932 4119656.739, 372614.022 4...
26171    POLYGON ((372624.932 4119656.739, 372614.022 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",2265749.0,Yorktown-BIT,2004
261,"5705     POLYGON ((303444.379 4267831.113, 303433.695 4...
5706     POLYGON ((303444.379 4267831.113, 303433.695 4...
5707     POLYGON ((303444.379 4267831.113, 303433.695 4...
26168    POLYGON ((303444.379 4267831.113, 303433.695 4...
26169    POLYGON ((303444.379 4267831.113, 303433.695 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2218766.0,Possum Point-NG,2004
828,"15053    POLYGON ((212548.447 4177118.345, 212537.777 4...
15054    POLYGON ((212548.447 4177118.345, 212537.777 4...
15055    POLYGON ((212548.447 4177118.345, 212537.777 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2215811.224,Bear Garden-NG,2011
601,"5705     POLYGON ((303432.414 4267831.113, 303421.788 4...
5706     POLYGON ((303432.414 4267831.113, 303421.788 4...
5707     POLYGON ((303432.414 4267831.113, 303421.788 4...
26168    POLYGON ((303432.414 4267831.113, 303421.788 4...
26169    POLYGON ((303432.414 4267831.113, 303421.788 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2206800.988,Possum Point-NG,2008
725,"5683    POLYGON ((291104.677 4139937.730, 291094.510 4...
5684    POLYGON ((291104.677 4139937.730, 291094.510 4...
5685    POLYGON ((291104.677 4139937.730, 291094.510 4...
5686    POLYGON ((291104.677 4139937.730, 291094.510 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2111373.383,Chesterfield-NG,2010
33,"26170    POLYGON ((372437.376 4119656.739, 372427.369 4...
26171    POLYGON ((372437.376 4119656.739, 372427.369 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",2078193.0,Yorktown-BIT,2001
174,"26170    POLYGON ((372429.766 4119656.739, 372419.796 4...
26171    POLYGON ((372429.766 4119656.739, 372419.796 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",2070583.0,Yorktown-BIT,2003
667,"13021    POLYGON ((204617.348 4196416.336, 204607.400 4...
13022    POLYGON ((204617.348 4196416.336, 204607.400 4...
13023    POLYGON ((204617.348 4196416.336, 204607.400 4...
13024    POLYGON ((204617.348 4196416.336, 204607.400 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2065939.0,Tenaska Virginia Generating Station-NG,2009
331,"26170    POLYGON ((372411.295 4119656.739, 372401.414 4...
26171    POLYGON ((372411.295 4119656.739, 372401.414 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",2052112.0,Yorktown-BIT,2005
484,"13021    POLYGON ((204602.567 4196416.336, 204592.690 4...
13022    POLYGON ((204602.567 4196416.336, 204592.690 4...
13023    POLYGON ((204602.567 4196416.336, 204592.690 4...
13024    POLYGON ((204602.567 4196416.336, 204592.690 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",2051158.554,Tenaska Virginia Generating Station-NG,2007
341,"5705     POLYGON ((303216.185 4267831.113, 303206.600 4...
5706     POLYGON ((303216.185 4267831.113, 303206.600 4...
5707     POLYGON ((303216.185 4267831.113, 303206.600 4...
26168    POLYGON ((303216.185 4267831.113, 303206.600 4...
26169    POLYGON ((303216.185 4267831.113, 303206.600 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",1990572.0,Possum Point-NG,2005
500,"26170    POLYGON ((372312.981 4119656.739, 372303.573 4...
26171    POLYGON ((372312.981 4119656.739, 372303.573 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",1953797.718,Yorktown-BIT,2007
414,"26170    POLYGON ((372279.357 4119656.739, 372270.111 4...
26171    POLYGON ((372279.357 4119656.739, 372270.111 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",1920174.0,Yorktown-BIT,2006
704,"10661    POLYGON ((286550.380 4188752.705, 286541.413 4...
10662    POLYGON ((286550.380 4188752.705, 286541.413 4...
10663    POLYGON ((286550.380 4188752.705, 286541.413 4...
10664    POLYGON ((286550.380 4188752.705, 286541.413 4...
10665    POLYGON ((286550.380 4188752.705, 286541.413 4...
10666    POLYGON ((286550.380 4188752.705, 286541.413 4...
10667    POLYGON ((286550.380 4188752.705, 286541.413 4...
10668    POLYGON ((286550.380 4188752.705, 286541.413 4...
10669    POLYGON ((286550.380 4188752.705, 286541.413 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",1862180.3059999999,Doswell Energy Center-NG,2009
103,"26170    POLYGON ((372214.995 4119656.739, 372206.059 4...
26171    POLYGON ((372214.995 4119656.739, 372206.059 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",1855812.0,Yorktown-BIT,2002
591,"26170    POLYGON ((372210.937 4119656.739, 372202.021 4...
26171    POLYGON ((372210.937 4119656.739, 372202.021 4...
dtype: geometry","(0.0, 0.0, 0.0, 1)",1851753.8969999999,Yorktown-BIT,2008
519,"10661    POLYGON ((286484.181 4188752.705, 286475.533 4...
10662    POLYGON ((286484.181 4188752.705, 286475.533 4...
10663    POLYGON ((286484.181 4188752.705, 286475.533 4...
10664    POLYGON ((286484.181 4188752.705, 286475.533 4...
10665    POLYGON ((286484.181 4188752.705, 286475.533 4...
10666    POLYGON ((286484.181 4188752.705, 286475.533 4...
10667    POLYGON ((286484.181 4188752.705, 286475.533 4...
10668    POLYGON ((286484.181 4188752.705, 286475.533 4...
10669    POLYGON ((286484.181 4188752.705, 286475.533 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",1795982.074,Doswell Energy Center-NG,2007
