,geometry,color,mw,plantName,year
1129,"5708    POLYGON ((301246.735 4267831.113, 301246.633 4...
5709    POLYGON ((301246.735 4267831.113, 301246.633 4...
5710    POLYGON ((301246.735 4267831.113, 301246.633 4...
5711    POLYGON ((301246.735 4267831.113, 301246.633 4...
5712    POLYGON ((301246.735 4267831.113, 301246.633 4...
5713    POLYGON ((301246.735 4267831.113, 301246.633 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",21121.855,Possum Point-DFO,2014
172,"13366    POLYGON ((-118363.106 4137080.735, -118363.208...
13367    POLYGON ((-118363.106 4137080.735, -118363.208...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",21098.0,Buchanan Generation LLC-NG,2003
1371,"15996    POLYGON ((273575.986 4173280.919, 273575.884 4...
15997    POLYGON ((273575.986 4173280.919, 273575.884 4...
15998    POLYGON ((273575.986 4173280.919, 273575.884 4...
15999    POLYGON ((273575.986 4173280.919, 273575.884 4...
16000    POLYGON ((273575.986 4173280.919, 273575.884 4...
16001    POLYGON ((273575.986 4173280.919, 273575.884 4...
16002    POLYGON ((273575.986 4173280.919, 273575.884 4...
16003    POLYGON ((273575.986 4173280.919, 273575.884 4...
16004    POLYGON ((273575.986 4173280.919, 273575.884 4...
16005    POLYGON ((273575.986 4173280.919, 273575.884 4...
16006    POLYGON ((273575.986 4173280.919, 273575.884 4...
16007    POLYGON ((273575.986 4173280.919, 273575.884 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",21061.656000000003,Henrico-LFG,2016
752,"9459    POLYGON ((-34815.422 4080005.340, -34815.522 4...
9460    POLYGON ((-34815.422 4080005.340, -34815.522 4...
9461    POLYGON ((-34815.422 4080005.340, -34815.522 4...
9462    POLYGON ((-34815.422 4080005.340, -34815.522 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",20935.0,Fries Hydroelectric Project-WAT,2010
487,"14596    POLYGON ((228925.322 4133617.953, 228925.222 4...
14597    POLYGON ((228925.322 4133617.953, 228925.222 4...
14598    POLYGON ((228925.322 4133617.953, 228925.222 4...
14599    POLYGON ((228925.322 4133617.953, 228925.222 4...
14600    POLYGON ((228925.322 4133617.953, 228925.222 4...
14601    POLYGON ((228925.322 4133617.953, 228925.222 4...
14602    POLYGON ((228925.322 4133617.953, 228925.222 4...
14603    POLYGON ((228925.322 4133617.953, 228925.222 4...
14604    POLYGON ((228925.322 4133617.953, 228925.222 4...
14605    POLYGON ((228925.322 4133617.953, 228925.222 4...
14606    POLYGON ((228925.322 4133617.953, 228925.222 4...
14607    POLYGON ((228925.322 4133617.953, 228925.222 4...
14608    POLYGON ((228925.322 4133617.953, 228925.222 4...
14609    POLYGON ((228925.322 4133617.953, 228925.222 4...
14610    POLYGON ((228925.322 4133617.953, 228925.222 4...
14611    POLYGON ((228925.322 4133617.953, 228925.222 4...
14612    POLYGON ((228925.322 4133617.953, 228925.222 4...
14613    POLYGON ((228925.322 4133617.953, 228925.222 4...
14614    POLYGON ((228925.322 4133617.953, 228925.222 4...
14615    POLYGON ((228925.322 4133617.953, 228925.222 4...
14616    POLYGON ((228925.322 4133617.953, 228925.222 4...
14617    POLYGON ((228925.322 4133617.953, 228925.222 4...
14618    POLYGON ((228925.322 4133617.953, 228925.222 4...
14619    POLYGON ((228925.322 4133617.953, 228925.222 4...
14620    POLYGON ((228925.322 4133617.953, 228925.222 4...
14621    POLYGON ((228925.322 4133617.953, 228925.222 4...
14622    POLYGON ((228925.322 4133617.953, 228925.222 4...
14623    POLYGON ((228925.322 4133617.953, 228925.222 4...
14624    POLYGON ((228925.322 4133617.953, 228925.222 4...
14625    POLYGON ((228925.322 4133617.953, 228925.222 4...
14626    POLYGON ((228925.322 4133617.953, 228925.222 4...
14627    POLYGON ((228925.322 4133617.953, 228925.222 4...
14628    POLYGON ((228925.322 4133617.953, 228925.222 4...
14629    POLYGON ((228925.322 4133617.953, 228925.222 4...
14630    POLYGON ((228925.322 4133617.953, 228925.222 4...
14631    POLYGON ((228925.322 4133617.953, 228925.222 4...
14632    POLYGON ((228925.322 4133617.953, 228925.222 4...
14633    POLYGON ((228925.322 4133617.953, 228925.222 4...
14634    POLYGON ((228925.322 4133617.953, 228925.222 4...
14635    POLYGON ((228925.322 4133617.953, 228925.222 4...
14636    POLYGON ((228925.322 4133617.953, 228925.222 4...
14637    POLYGON ((228925.322 4133617.953, 228925.222 4...
14638    POLYGON ((228925.322 4133617.953, 228925.222 4...
14639    POLYGON ((228925.322 4133617.953, 228925.222 4...
14640    POLYGON ((228925.322 4133617.953, 228925.222 4...
14641    POLYGON ((228925.322 4133617.953, 228925.222 4...
14642    POLYGON ((228925.322 4133617.953, 228925.222 4...
14643    POLYGON ((228925.322 4133617.953, 228925.222 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",20846.256999999998,Amelia-LFG,2007
1087,"11743    POLYGON ((366480.250 4069170.438, 366480.150 4...
11744    POLYGON ((366480.250 4069170.438, 366480.150 4...
11745    POLYGON ((366480.250 4069170.438, 366480.150 4...
11746    POLYGON ((366480.250 4069170.438, 366480.150 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",20808.0,Suffolk Energy Partners LP-LFG,2013
495,"10822    POLYGON ((180942.484 4254697.952, 180942.384 4...
10824    POLYGON ((180942.484 4254697.952, 180942.384 4...
10825    POLYGON ((180942.484 4254697.952, 180942.384 4...
10826    POLYGON ((180942.484 4254697.952, 180942.384 4...
22771    POLYGON ((180942.484 4254697.952, 180942.384 4...
22772    POLYGON ((180942.484 4254697.952, 180942.384 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",20734.831000000002,Elkton-NG,2007
514,"11743    POLYGON ((366480.154 4069170.438, 366480.055 4...
11744    POLYGON ((366480.154 4069170.438, 366480.055 4...
11745    POLYGON ((366480.154 4069170.438, 366480.055 4...
11746    POLYGON ((366480.154 4069170.438, 366480.055 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",20711.999,Suffolk Energy Partners LP-LFG,2007
256,"11497    POLYGON ((103343.395 4057078.576, 103343.296 4...
11498    POLYGON ((103343.395 4057078.576, 103343.296 4...
11499    POLYGON ((103343.395 4057078.576, 103343.296 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",20628.001,Schoolfield Dam-WAT,2004
608,"5658    POLYGON ((129790.700 4154570.255, 129790.601 4...
5659    POLYGON ((129790.700 4154570.255, 129790.601 4...
5660    POLYGON ((129790.700 4154570.255, 129790.601 4...
5661    POLYGON ((129790.700 4154570.255, 129790.601 4...
5662    POLYGON ((129790.700 4154570.255, 129790.601 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",20534.0,Reusens-WAT,2008
91,"5654    POLYGON ((108676.754 4114300.626, 108676.656 4...
5655    POLYGON ((108676.754 4114300.626, 108676.656 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",20485.0,Leesville-WAT,2002
46,"5658    POLYGON ((129790.614 4154570.255, 129790.515 4...
5659    POLYGON ((129790.614 4154570.255, 129790.515 4...
5660    POLYGON ((129790.614 4154570.255, 129790.515 4...
5661    POLYGON ((129790.614 4154570.255, 129790.515 4...
5662    POLYGON ((129790.614 4154570.255, 129790.515 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",20448.0,Reusens-WAT,2001
525,"5700     POLYGON ((383832.997 4070270.512, 383832.900 4...
5701     POLYGON ((383832.997 4070270.512, 383832.900 4...
5702     POLYGON ((383832.997 4070270.512, 383832.900 4...
5703     POLYGON ((383832.997 4070270.512, 383832.900 4...
26158    POLYGON ((383832.997 4070270.512, 383832.900 4...
26160    POLYGON ((383832.997 4070270.512, 383832.900 4...
26161    POLYGON ((383832.997 4070270.512, 383832.900 4...
26162    POLYGON ((383832.997 4070270.512, 383832.900 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",20106.564,Chesapeake-DFO,2007
326,"10822    POLYGON ((180941.803 4254697.952, 180941.706 4...
10824    POLYGON ((180941.803 4254697.952, 180941.706 4...
10825    POLYGON ((180941.803 4254697.952, 180941.706 4...
10826    POLYGON ((180941.803 4254697.952, 180941.706 4...
22771    POLYGON ((180941.803 4254697.952, 180941.706 4...
22772    POLYGON ((180941.803 4254697.952, 180941.706 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",20054.297319999998,Elkton-NG,2005
1353,"14596    POLYGON ((228924.453 4133617.953, 228924.357 4...
14597    POLYGON ((228924.453 4133617.953, 228924.357 4...
14598    POLYGON ((228924.453 4133617.953, 228924.357 4...
14599    POLYGON ((228924.453 4133617.953, 228924.357 4...
14600    POLYGON ((228924.453 4133617.953, 228924.357 4...
14601    POLYGON ((228924.453 4133617.953, 228924.357 4...
14602    POLYGON ((228924.453 4133617.953, 228924.357 4...
14603    POLYGON ((228924.453 4133617.953, 228924.357 4...
14604    POLYGON ((228924.453 4133617.953, 228924.357 4...
14605    POLYGON ((228924.453 4133617.953, 228924.357 4...
14606    POLYGON ((228924.453 4133617.953, 228924.357 4...
14607    POLYGON ((228924.453 4133617.953, 228924.357 4...
14608    POLYGON ((228924.453 4133617.953, 228924.357 4...
14609    POLYGON ((228924.453 4133617.953, 228924.357 4...
14610    POLYGON ((228924.453 4133617.953, 228924.357 4...
14611    POLYGON ((228924.453 4133617.953, 228924.357 4...
14612    POLYGON ((228924.453 4133617.953, 228924.357 4...
14613    POLYGON ((228924.453 4133617.953, 228924.357 4...
14614    POLYGON ((228924.453 4133617.953, 228924.357 4...
14615    POLYGON ((228924.453 4133617.953, 228924.357 4...
14616    POLYGON ((228924.453 4133617.953, 228924.357 4...
14617    POLYGON ((228924.453 4133617.953, 228924.357 4...
14618    POLYGON ((228924.453 4133617.953, 228924.357 4...
14619    POLYGON ((228924.453 4133617.953, 228924.357 4...
14620    POLYGON ((228924.453 4133617.953, 228924.357 4...
14621    POLYGON ((228924.453 4133617.953, 228924.357 4...
14622    POLYGON ((228924.453 4133617.953, 228924.357 4...
14623    POLYGON ((228924.453 4133617.953, 228924.357 4...
14624    POLYGON ((228924.453 4133617.953, 228924.357 4...
14625    POLYGON ((228924.453 4133617.953, 228924.357 4...
14626    POLYGON ((228924.453 4133617.953, 228924.357 4...
14627    POLYGON ((228924.453 4133617.953, 228924.357 4...
14628    POLYGON ((228924.453 4133617.953, 228924.357 4...
14629    POLYGON ((228924.453 4133617.953, 228924.357 4...
14630    POLYGON ((228924.453 4133617.953, 228924.357 4...
14631    POLYGON ((228924.453 4133617.953, 228924.357 4...
14632    POLYGON ((228924.453 4133617.953, 228924.357 4...
14633    POLYGON ((228924.453 4133617.953, 228924.357 4...
14634    POLYGON ((228924.453 4133617.953, 228924.357 4...
14635    POLYGON ((228924.453 4133617.953, 228924.357 4...
14636    POLYGON ((228924.453 4133617.953, 228924.357 4...
14637    POLYGON ((228924.453 4133617.953, 228924.357 4...
14638    POLYGON ((228924.453 4133617.953, 228924.357 4...
14639    POLYGON ((228924.453 4133617.953, 228924.357 4...
14640    POLYGON ((228924.453 4133617.953, 228924.357 4...
14641    POLYGON ((228924.453 4133617.953, 228924.357 4...
14642    POLYGON ((228924.453 4133617.953, 228924.357 4...
14643    POLYGON ((228924.453 4133617.953, 228924.357 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",19977.65,Amelia-LFG,2016
382,"5734    POLYGON ((51191.410 4082309.929, 51191.314 408...
5735    POLYGON ((51191.410 4082309.929, 51191.314 408...
5736    POLYGON ((51191.410 4082309.929, 51191.314 408...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",19972.0,Philpott Lake-WAT,2006
1522,"19235    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19236    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19237    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19238    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19239    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19240    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19241    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19242    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19243    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19244    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19245    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19246    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19247    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19248    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19249    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19250    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19251    POLYGON ((-6063.144 4130413.500, -6063.240 413...
19252    POLYGON ((-6063.144 4130413.500, -6063.240 413...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",19857.564,New River-LFG,2018
577,"14596    POLYGON ((228924.231 4133617.953, 228924.136 4...
14597    POLYGON ((228924.231 4133617.953, 228924.136 4...
14598    POLYGON ((228924.231 4133617.953, 228924.136 4...
14599    POLYGON ((228924.231 4133617.953, 228924.136 4...
14600    POLYGON ((228924.231 4133617.953, 228924.136 4...
14601    POLYGON ((228924.231 4133617.953, 228924.136 4...
14602    POLYGON ((228924.231 4133617.953, 228924.136 4...
14603    POLYGON ((228924.231 4133617.953, 228924.136 4...
14604    POLYGON ((228924.231 4133617.953, 228924.136 4...
14605    POLYGON ((228924.231 4133617.953, 228924.136 4...
14606    POLYGON ((228924.231 4133617.953, 228924.136 4...
14607    POLYGON ((228924.231 4133617.953, 228924.136 4...
14608    POLYGON ((228924.231 4133617.953, 228924.136 4...
14609    POLYGON ((228924.231 4133617.953, 228924.136 4...
14610    POLYGON ((228924.231 4133617.953, 228924.136 4...
14611    POLYGON ((228924.231 4133617.953, 228924.136 4...
14612    POLYGON ((228924.231 4133617.953, 228924.136 4...
14613    POLYGON ((228924.231 4133617.953, 228924.136 4...
14614    POLYGON ((228924.231 4133617.953, 228924.136 4...
14615    POLYGON ((228924.231 4133617.953, 228924.136 4...
14616    POLYGON ((228924.231 4133617.953, 228924.136 4...
14617    POLYGON ((228924.231 4133617.953, 228924.136 4...
14618    POLYGON ((228924.231 4133617.953, 228924.136 4...
14619    POLYGON ((228924.231 4133617.953, 228924.136 4...
14620    POLYGON ((228924.231 4133617.953, 228924.136 4...
14621    POLYGON ((228924.231 4133617.953, 228924.136 4...
14622    POLYGON ((228924.231 4133617.953, 228924.136 4...
14623    POLYGON ((228924.231 4133617.953, 228924.136 4...
14624    POLYGON ((228924.231 4133617.953, 228924.136 4...
14625    POLYGON ((228924.231 4133617.953, 228924.136 4...
14626    POLYGON ((228924.231 4133617.953, 228924.136 4...
14627    POLYGON ((228924.231 4133617.953, 228924.136 4...
14628    POLYGON ((228924.231 4133617.953, 228924.136 4...
14629    POLYGON ((228924.231 4133617.953, 228924.136 4...
14630    POLYGON ((228924.231 4133617.953, 228924.136 4...
14631    POLYGON ((228924.231 4133617.953, 228924.136 4...
14632    POLYGON ((228924.231 4133617.953, 228924.136 4...
14633    POLYGON ((228924.231 4133617.953, 228924.136 4...
14634    POLYGON ((228924.231 4133617.953, 228924.136 4...
14635    POLYGON ((228924.231 4133617.953, 228924.136 4...
14636    POLYGON ((228924.231 4133617.953, 228924.136 4...
14637    POLYGON ((228924.231 4133617.953, 228924.136 4...
14638    POLYGON ((228924.231 4133617.953, 228924.136 4...
14639    POLYGON ((228924.231 4133617.953, 228924.136 4...
14640    POLYGON ((228924.231 4133617.953, 228924.136 4...
14641    POLYGON ((228924.231 4133617.953, 228924.136 4...
14642    POLYGON ((228924.231 4133617.953, 228924.136 4...
14643    POLYGON ((228924.231 4133617.953, 228924.136 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",19755.193,Amelia-LFG,2008
798,"5658    POLYGON ((129789.889 4154570.255, 129789.794 4...
5659    POLYGON ((129789.889 4154570.255, 129789.794 4...
5660    POLYGON ((129789.889 4154570.255, 129789.794 4...
5661    POLYGON ((129789.889 4154570.255, 129789.794 4...
5662    POLYGON ((129789.889 4154570.255, 129789.794 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",19723.0,Reusens-WAT,2010
1197,"5717    POLYGON ((113905.092 4167498.572, 113904.999 4...
5718    POLYGON ((113905.092 4167498.572, 113904.999 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",19492.0,Snowden-WAT,2014
1297,"5717    POLYGON ((113905.092 4167498.572, 113904.999 4...
5718    POLYGON ((113905.092 4167498.572, 113904.999 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",19492.0,Snowden-WAT,2015
517,"5658    POLYGON ((129789.363 4154570.255, 129789.270 4...
5659    POLYGON ((129789.363 4154570.255, 129789.270 4...
5660    POLYGON ((129789.363 4154570.255, 129789.270 4...
5661    POLYGON ((129789.363 4154570.255, 129789.270 4...
5662    POLYGON ((129789.363 4154570.255, 129789.270 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",19197.001,Reusens-WAT,2007
1477,"15996    POLYGON ((273573.970 4173280.919, 273573.878 4...
15997    POLYGON ((273573.970 4173280.919, 273573.878 4...
15998    POLYGON ((273573.970 4173280.919, 273573.878 4...
15999    POLYGON ((273573.970 4173280.919, 273573.878 4...
16000    POLYGON ((273573.970 4173280.919, 273573.878 4...
16001    POLYGON ((273573.970 4173280.919, 273573.878 4...
16002    POLYGON ((273573.970 4173280.919, 273573.878 4...
16003    POLYGON ((273573.970 4173280.919, 273573.878 4...
16004    POLYGON ((273573.970 4173280.919, 273573.878 4...
16005    POLYGON ((273573.970 4173280.919, 273573.878 4...
16006    POLYGON ((273573.970 4173280.919, 273573.878 4...
16007    POLYGON ((273573.970 4173280.919, 273573.878 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",19046.314,Henrico-LFG,2017
1600,"11743    POLYGON ((366478.466 4069170.438, 366478.375 4...
11744    POLYGON ((366478.466 4069170.438, 366478.375 4...
11745    POLYGON ((366478.466 4069170.438, 366478.375 4...
11746    POLYGON ((366478.466 4069170.438, 366478.375 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",19024.0,Suffolk Energy Partners LP-LFG,2018
336,"11497    POLYGON ((103341.454 4057078.576, 103341.365 4...
11498    POLYGON ((103341.454 4057078.576, 103341.365 4...
11499    POLYGON ((103341.454 4057078.576, 103341.365 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",18687.0,Schoolfield Dam-WAT,2005
565,"9459    POLYGON ((-34817.779 4080005.340, -34817.868 4...
9460    POLYGON ((-34817.779 4080005.340, -34817.868 4...
9461    POLYGON ((-34817.779 4080005.340, -34817.868 4...
9462    POLYGON ((-34817.779 4080005.340, -34817.868 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",18578.0,Fries Hydroelectric Project-WAT,2008
440,"5687    POLYGON ((113180.366 4169678.411, 113180.276 4...
5688    POLYGON ((113180.366 4169678.411, 113180.276 4...
5689    POLYGON ((113180.366 4169678.411, 113180.276 4...
5690    POLYGON ((113180.366 4169678.411, 113180.276 4...
5691    POLYGON ((113180.366 4169678.411, 113180.276 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",18578.0,Cushaw-WAT,2006
891,"11743    POLYGON ((366477.889 4069170.438, 366477.800 4...
11744    POLYGON ((366477.889 4069170.438, 366477.800 4...
11745    POLYGON ((366477.889 4069170.438, 366477.800 4...
11746    POLYGON ((366477.889 4069170.438, 366477.800 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",18447.0,Suffolk Energy Partners LP-LFG,2011
905,"5719    POLYGON ((12967.610 4071769.297, 12967.522 407...
5720    POLYGON ((12967.610 4071769.297, 12967.522 407...
5721    POLYGON ((12967.610 4071769.297, 12967.522 407...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",18315.0,Pinnacles-WAT,2011
520,"14727    POLYGON ((278862.683 4136813.456, 278862.595 4...
14728    POLYGON ((278862.683 4136813.456, 278862.595 4...
14729    POLYGON ((278862.683 4136813.456, 278862.595 4...
14730    POLYGON ((278862.683 4136813.456, 278862.595 4...
14731    POLYGON ((278862.683 4136813.456, 278862.595 4...
14732    POLYGON ((278862.683 4136813.456, 278862.595 4...
14733    POLYGON ((278862.683 4136813.456, 278862.595 4...
14734    POLYGON ((278862.683 4136813.456, 278862.595 4...
14735    POLYGON ((278862.683 4136813.456, 278862.595 4...
14736    POLYGON ((278862.683 4136813.456, 278862.595 4...
14737    POLYGON ((278862.683 4136813.456, 278862.595 4...
14738    POLYGON ((278862.683 4136813.456, 278862.595 4...
14739    POLYGON ((278862.683 4136813.456, 278862.595 4...
14740    POLYGON ((278862.683 4136813.456, 278862.595 4...
14741    POLYGON ((278862.683 4136813.456, 278862.595 4...
14742    POLYGON ((278862.683 4136813.456, 278862.595 4...
14743    POLYGON ((278862.683 4136813.456, 278862.595 4...
14744    POLYGON ((278862.683 4136813.456, 278862.595 4...
14745    POLYGON ((278862.683 4136813.456, 278862.595 4...
14746    POLYGON ((278862.683 4136813.456, 278862.595 4...
14747    POLYGON ((278862.683 4136813.456, 278862.595 4...
14748    POLYGON ((278862.683 4136813.456, 278862.595 4...
14749    POLYGON ((278862.683 4136813.456, 278862.595 4...
14750    POLYGON ((278862.683 4136813.456, 278862.595 4...
14751    POLYGON ((278862.683 4136813.456, 278862.595 4...
14752    POLYGON ((278862.683 4136813.456, 278862.595 4...
14753    POLYGON ((278862.683 4136813.456, 278862.595 4...
14754    POLYGON ((278862.683 4136813.456, 278862.595 4...
14755    POLYGON ((278862.683 4136813.456, 278862.595 4...
14756    POLYGON ((278862.683 4136813.456, 278862.595 4...
14757    POLYGON ((278862.683 4136813.456, 278862.595 4...
14758    POLYGON ((278862.683 4136813.456, 278862.595 4...
14759    POLYGON ((278862.683 4136813.456, 278862.595 4...
14760    POLYGON ((278862.683 4136813.456, 278862.595 4...
14761    POLYGON ((278862.683 4136813.456, 278862.595 4...
14762    POLYGON ((278862.683 4136813.456, 278862.595 4...
14763    POLYGON ((278862.683 4136813.456, 278862.595 4...
14764    POLYGON ((278862.683 4136813.456, 278862.595 4...
14765    POLYGON ((278862.683 4136813.456, 278862.595 4...
14766    POLYGON ((278862.683 4136813.456, 278862.595 4...
14767    POLYGON ((278862.683 4136813.456, 278862.595 4...
14768    POLYGON ((278862.683 4136813.456, 278862.595 4...
14769    POLYGON ((278862.683 4136813.456, 278862.595 4...
14770    POLYGON ((278862.683 4136813.456, 278862.595 4...
14771    POLYGON ((278862.683 4136813.456, 278862.595 4...
14772    POLYGON ((278862.683 4136813.456, 278862.595 4...
14773    POLYGON ((278862.683 4136813.456, 278862.595 4...
14774    POLYGON ((278862.683 4136813.456, 278862.595 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",18237.786,Chesterfield Landfill Gas-LFG,2007
748,"14644    POLYGON ((249124.250 4072366.623, 249124.163 4...
14645    POLYGON ((249124.250 4072366.623, 249124.163 4...
14646    POLYGON ((249124.250 4072366.623, 249124.163 4...
14647    POLYGON ((249124.250 4072366.623, 249124.163 4...
14648    POLYGON ((249124.250 4072366.623, 249124.163 4...
14649    POLYGON ((249124.250 4072366.623, 249124.163 4...
14650    POLYGON ((249124.250 4072366.623, 249124.163 4...
14651    POLYGON ((249124.250 4072366.623, 249124.163 4...
14652    POLYGON ((249124.250 4072366.623, 249124.163 4...
14653    POLYGON ((249124.250 4072366.623, 249124.163 4...
14654    POLYGON ((249124.250 4072366.623, 249124.163 4...
14655    POLYGON ((249124.250 4072366.623, 249124.163 4...
14656    POLYGON ((249124.250 4072366.623, 249124.163 4...
14657    POLYGON ((249124.250 4072366.623, 249124.163 4...
14658    POLYGON ((249124.250 4072366.623, 249124.163 4...
14659    POLYGON ((249124.250 4072366.623, 249124.163 4...
14660    POLYGON ((249124.250 4072366.623, 249124.163 4...
14661    POLYGON ((249124.250 4072366.623, 249124.163 4...
14662    POLYGON ((249124.250 4072366.623, 249124.163 4...
14663    POLYGON ((249124.250 4072366.623, 249124.163 4...
14664    POLYGON ((249124.250 4072366.623, 249124.163 4...
14665    POLYGON ((249124.250 4072366.623, 249124.163 4...
14666    POLYGON ((249124.250 4072366.623, 249124.163 4...
14667    POLYGON ((249124.250 4072366.623, 249124.163 4...
14668    POLYGON ((249124.250 4072366.623, 249124.163 4...
14669    POLYGON ((249124.250 4072366.623, 249124.163 4...
14670    POLYGON ((249124.250 4072366.623, 249124.163 4...
14671    POLYGON ((249124.250 4072366.623, 249124.163 4...
14672    POLYGON ((249124.250 4072366.623, 249124.163 4...
14673    POLYGON ((249124.250 4072366.623, 249124.163 4...
14674    POLYGON ((249124.250 4072366.623, 249124.163 4...
14675    POLYGON ((249124.250 4072366.623, 249124.163 4...
14676    POLYGON ((249124.250 4072366.623, 249124.163 4...
14677    POLYGON ((249124.250 4072366.623, 249124.163 4...
14678    POLYGON ((249124.250 4072366.623, 249124.163 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",18099.738,Brunswick Landfill Gas-LFG,2010
1311,"19235    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19236    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19237    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19238    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19239    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19240    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19241    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19242    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19243    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19244    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19245    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19246    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19247    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19248    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19249    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19250    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19251    POLYGON ((-6064.989 4130413.500, -6065.076 413...
19252    POLYGON ((-6064.989 4130413.500, -6065.076 413...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",18013.113999999998,New River-LFG,2016
200,"5687    POLYGON ((113179.705 4169678.411, 113179.619 4...
5688    POLYGON ((113179.705 4169678.411, 113179.619 4...
5689    POLYGON ((113179.705 4169678.411, 113179.619 4...
5690    POLYGON ((113179.705 4169678.411, 113179.619 4...
5691    POLYGON ((113179.705 4169678.411, 113179.619 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",17917.0,Cushaw-WAT,2003
