year,gen,plant_name,lat,lon,fuel
2017  ,10711.891,Doswell Energy Center ,37.820805,-77.446246,DFO
2018  ,28521.644,Doswell Energy Center ,37.820805,-77.446246,DFO
2019  ,12929.983,Doswell Energy Center ,37.820805,-77.446246,DFO
2001  ,1304859.32,Doswell Energy Center ,37.820805,-77.446246,NG
2002  ,1211921.8,Doswell Energy Center ,37.820805,-77.446246,NG
2003  ,1252829.38,Doswell Energy Center ,37.820805,-77.446246,NG
2004  ,1458208.0,Doswell Energy Center ,37.820805,-77.446246,NG
2005  ,1723184.0,Doswell Energy Center ,37.820805,-77.446246,NG
2006  ,1310264.0,Doswell Energy Center ,37.820805,-77.446246,NG
2007  ,1795982.074,Doswell Energy Center ,37.820805,-77.446246,NG
2008  ,1537887.325,Doswell Energy Center ,37.820805,-77.446246,NG
2009  ,1862180.306,Doswell Energy Center ,37.820805,-77.446246,NG
2010  ,2592818.577,Doswell Energy Center ,37.820805,-77.446246,NG
2011  ,2780707.431,Doswell Energy Center ,37.820805,-77.446246,NG
2012  ,3436647.909,Doswell Energy Center ,37.820805,-77.446246,NG
2013  ,3250810.953,Doswell Energy Center ,37.820805,-77.446246,NG
2014  ,3751092.967,Doswell Energy Center ,37.820805,-77.446246,NG
2015  ,4710910.602,Doswell Energy Center ,37.820805,-77.446246,NG
2016  ,4503922.442,Doswell Energy Center ,37.820805,-77.446246,NG
2017  ,4075740.899,Doswell Energy Center ,37.820805,-77.446246,NG
2018  ,4829702.656,Doswell Energy Center ,37.820805,-77.446246,NG
2019  ,5409409.137,Doswell Energy Center ,37.820805,-77.446246,NG
2015  ,7.0,Bristol Plant ,36.60194,-82.143089,DFO
2016  ,420.864,Bristol Plant ,36.60194,-82.143089,DFO
2017  ,622.764,Bristol Plant ,36.60194,-82.143089,DFO
2018  ,433.628,Bristol Plant ,36.60194,-82.143089,DFO
2015  ,0.0,Bristol Plant ,36.60194,-82.143089,LFG
2016  ,2849.136,Bristol Plant ,36.60194,-82.143089,LFG
2017  ,8827.236,Bristol Plant ,36.60194,-82.143089,LFG
2018  ,8300.372,Bristol Plant ,36.60194,-82.143089,LFG
2001  ,1274299.248,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2002  ,1078405.76,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2003  ,1329115.357,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2004  ,1382859.59083,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2005  ,1419323.97387,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2006  ,1194421.62295,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2007  ,1308308.904,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2008  ,1361255.626,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2009  ,956465.019,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2010  ,1122769.871,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2011  ,890787.947,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2012  ,202676.0,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2013  ,216625.0,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2014  ,247766.0,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2015  ,190434.0,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2016  ,134978.0,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2017  ,84026.0,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2018  ,38985.0,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2019  ,7923.914,Spruance Operating Services LLC ,37.4556,-77.4308,BIT
2003  ,0.0,Spruance Operating Services LLC ,37.4556,-77.4308,NG
2004  ,0.0,Spruance Operating Services LLC ,37.4556,-77.4308,NG
2019  ,8295.086,Spruance Operating Services LLC ,37.4556,-77.4308,NG
2018  ,3381.0,Puller Solar ,37.57245,-76.46734,SUN
2015  ,289.0,Belle Haven Diesel Generation Facility ,37.54864,-75.790823,DFO
2016  ,215.0,Belle Haven Diesel Generation Facility ,37.54864,-75.790823,DFO
2017  ,114.0,Belle Haven Diesel Generation Facility ,37.54864,-75.790823,DFO
2018  ,248.0,Belle Haven Diesel Generation Facility ,37.54864,-75.790823,DFO
2015  ,239.0,Perdue Diesel Generation Facility ,37.741967,-75.655979,DFO
2016  ,225.0,Perdue Diesel Generation Facility ,37.741967,-75.655979,DFO
2017  ,116.0,Perdue Diesel Generation Facility ,37.741967,-75.655979,DFO
2018  ,207.0,Perdue Diesel Generation Facility ,37.741967,-75.655979,DFO
2015  ,284.0,Onancock Diesel Generation Facility ,37.74542,-75.720487,DFO
2016  ,185.0,Onancock Diesel Generation Facility ,37.74542,-75.720487,DFO
2017  ,118.0,Onancock Diesel Generation Facility ,37.74542,-75.720487,DFO
2018  ,193.0,Onancock Diesel Generation Facility ,37.74542,-75.720487,DFO
2001  ,24310.001,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2002  ,24474.002,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2003  ,22535.999,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2004  ,24245.004,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2005  ,25093.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2006  ,24849.001,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2007  ,22954.999,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2008  ,24731.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2009  ,25106.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2010  ,25867.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2011  ,25986.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2012  ,24189.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2013  ,22723.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2014  ,17907.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2015  ,16349.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2016  ,13082.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2017  ,13824.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2018  ,13764.0,I 95 Municipal Landfill Phase I ,38.6892,-77.2375,LFG
2004  ,200.53086,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2006  ,1125.4546,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2007  ,441.932,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2008  ,107.466,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2009  ,103.159,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2010  ,163.825,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2011  ,384.06,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2012  ,154.23,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2013  ,148.241,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2014  ,157.313,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2015  ,449.202,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2016  ,158.061,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2017  ,111.635,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2018  ,0.0,Radford Army Ammunition Plant ,37.180441,-80.542767,DFO
2017  ,12097.63,Radford Army Ammunition Plant ,37.180441,-80.542767,NG
2018  ,31726.0,Radford Army Ammunition Plant ,37.180441,-80.542767,NG
2007  ,6336.003,Amelia ,37.3097,-78.0589,DFO
2008  ,0.0,Amelia ,37.3097,-78.0589,DFO
2009  ,0.0,Amelia ,37.3097,-78.0589,DFO
2010  ,400.967,Amelia ,37.3097,-78.0589,DFO
2011  ,341.068,Amelia ,37.3097,-78.0589,DFO
2012  ,1897.067,Amelia ,37.3097,-78.0589,DFO
2013  ,1361.364,Amelia ,37.3097,-78.0589,DFO
2014  ,2283.096,Amelia ,37.3097,-78.0589,DFO
2015  ,2888.656,Amelia ,37.3097,-78.0589,DFO
2016  ,1942.35,Amelia ,37.3097,-78.0589,DFO
2017  ,3205.605,Amelia ,37.3097,-78.0589,DFO
2018  ,2885.113,Amelia ,37.3097,-78.0589,DFO
2007  ,20846.257,Amelia ,37.3097,-78.0589,LFG
2008  ,19755.193,Amelia ,37.3097,-78.0589,LFG
2009  ,5473.949,Amelia ,37.3097,-78.0589,LFG
2010  ,4026.134,Amelia ,37.3097,-78.0589,LFG
2011  ,1104.932,Amelia ,37.3097,-78.0589,LFG
2012  ,28171.933,Amelia ,37.3097,-78.0589,LFG
2013  ,23080.636,Amelia ,37.3097,-78.0589,LFG
2014  ,27125.904,Amelia ,37.3097,-78.0589,LFG
2015  ,36556.344,Amelia ,37.3097,-78.0589,LFG
2016  ,19977.65,Amelia ,37.3097,-78.0589,LFG
2017  ,42085.395,Amelia ,37.3097,-78.0589,LFG
2018  ,42771.887,Amelia ,37.3097,-78.0589,LFG
2007  ,950.562,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2008  ,4678.029,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2009  ,959.347,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2010  ,1595.262,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2011  ,618.548,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2012  ,2051.041,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2013  ,1372.108,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2014  ,3821.649,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2015  ,3925.336,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2016  ,2963.746,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2017  ,3024.596,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2018  ,2597.599,Brunswick Landfill Gas ,36.7639,-77.8108,DFO
2007  ,6208.337,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2008  ,30768.971,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2009  ,10992.653,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2010  ,18099.738,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2011  ,6717.452,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2012  ,33868.959,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2013  ,29180.892,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2014  ,45053.351,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2015  ,51705.664,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2016  ,50484.254,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2017  ,50457.404,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2018  ,47207.401,Brunswick Landfill Gas ,36.7639,-77.8108,LFG
2007  ,81.767,Charles City ,37.438889,-77.128611,DFO
2008  ,173.387,Charles City ,37.438889,-77.128611,DFO
2009  ,0.0,Charles City ,37.438889,-77.128611,DFO
2010  ,317.816,Charles City ,37.438889,-77.128611,DFO
2011  ,301.82,Charles City ,37.438889,-77.128611,DFO
2012  ,2098.922,Charles City ,37.438889,-77.128611,DFO
2013  ,1180.061,Charles City ,37.438889,-77.128611,DFO
2014  ,3065.502,Charles City ,37.438889,-77.128611,DFO
2015  ,3671.18,Charles City ,37.438889,-77.128611,DFO
2016  ,3318.655,Charles City ,37.438889,-77.128611,DFO
2017  ,3792.439,Charles City ,37.438889,-77.128611,DFO
2018  ,4095.039,Charles City ,37.438889,-77.128611,DFO
2007  ,14683.928,Charles City ,37.438889,-77.128611,LFG
2008  ,10670.629,Charles City ,37.438889,-77.128611,LFG
2009  ,1783.086,Charles City ,37.438889,-77.128611,LFG
2010  ,4407.897,Charles City ,37.438889,-77.128611,LFG
2011  ,1001.18,Charles City ,37.438889,-77.128611,LFG
2012  ,32204.078,Charles City ,37.438889,-77.128611,LFG
2013  ,24530.939,Charles City ,37.438889,-77.128611,LFG
2014  ,35255.498,Charles City ,37.438889,-77.128611,LFG
2015  ,40748.82,Charles City ,37.438889,-77.128611,LFG
2016  ,45767.345,Charles City ,37.438889,-77.128611,LFG
2017  ,53505.561,Charles City ,37.438889,-77.128611,LFG
2018  ,64401.961,Charles City ,37.438889,-77.128611,LFG
2007  ,3228.133,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2008  ,2702.969,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2009  ,1489.902,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2010  ,1491.542,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2011  ,643.221,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2012  ,1580.788,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2013  ,1058.215,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2014  ,2406.276,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2015  ,3473.135,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2016  ,3363.321,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2017  ,4395.67,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2018  ,3685.559,Chesterfield Landfill Gas ,37.3517,-77.4969,DFO
2007  ,18237.786,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2008  ,15301.031,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2009  ,10644.098,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2010  ,9099.458,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2011  ,3146.779,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2012  ,23995.212,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2013  ,17141.785,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2014  ,28958.724,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2015  ,42110.865,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2016  ,45392.679,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2017  ,65261.33,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2018  ,60013.441,Chesterfield Landfill Gas ,37.3517,-77.4969,LFG
2008  ,4250.378,King & Queen ,37.6711,-76.76,DFO
2009  ,1392.575,King & Queen ,37.6711,-76.76,DFO
2010  ,1607.712,King & Queen ,37.6711,-76.76,DFO
2011  ,495.784,King & Queen ,37.6711,-76.76,DFO
2012  ,2321.978,King & Queen ,37.6711,-76.76,DFO
2013  ,1492.009,King & Queen ,37.6711,-76.76,DFO
2014  ,4083.16,King & Queen ,37.6711,-76.76,DFO
2015  ,3562.497,King & Queen ,37.6711,-76.76,DFO
2016  ,3727.411,King & Queen ,37.6711,-76.76,DFO
2017  ,4716.01,King & Queen ,37.6711,-76.76,DFO
2018  ,4197.255,King & Queen ,37.6711,-76.76,DFO
2008  ,26953.656,King & Queen ,37.6711,-76.76,LFG
2009  ,14808.425,King & Queen ,37.6711,-76.76,LFG
2010  ,23053.288,King & Queen ,37.6711,-76.76,LFG
2011  ,4786.216,King & Queen ,37.6711,-76.76,LFG
2012  ,34558.022,King & Queen ,37.6711,-76.76,LFG
2013  ,33199.991,King & Queen ,37.6711,-76.76,LFG
2014  ,60044.84,King & Queen ,37.6711,-76.76,LFG
2015  ,60346.503,King & Queen ,37.6711,-76.76,LFG
2016  ,58061.589,King & Queen ,37.6711,-76.76,LFG
2017  ,59683.99,King & Queen ,37.6711,-76.76,LFG
2018  ,63114.745,King & Queen ,37.6711,-76.76,LFG
2002  ,12578.999,MM Prince William Energy ,38.638333,-77.414722,LFG
2003  ,14628.001,MM Prince William Energy ,38.638333,-77.414722,LFG
2004  ,13824.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2005  ,12520.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2006  ,13289.002,MM Prince William Energy ,38.638333,-77.414722,LFG
2007  ,14150.999,MM Prince William Energy ,38.638333,-77.414722,LFG
2008  ,12916.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2009  ,13691.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2010  ,14004.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2011  ,12767.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2012  ,12943.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2013  ,11555.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2014  ,52468.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2015  ,50792.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2016  ,51675.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2017  ,52207.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2018  ,50978.0,MM Prince William Energy ,38.638333,-77.414722,LFG
2007  ,12.648,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2008  ,0.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2009  ,0.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2010  ,161.117,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2011  ,266.48,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2012  ,182.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2013  ,0.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2014  ,102.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2015  ,220.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2016  ,94.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2017  ,82.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2018  ,619.0,Rockville 1 & 2 ,37.7036,-77.6639,DFO
2007  ,52.832,Virginia Beach ,36.7858,-76.2019,DFO
2008  ,12.093,Virginia Beach ,36.7858,-76.2019,DFO
2009  ,0.0,Virginia Beach ,36.7858,-76.2019,DFO
2010  ,250.623,Virginia Beach ,36.7858,-76.2019,DFO
2011  ,303.687,Virginia Beach ,36.7858,-76.2019,DFO
2012  ,209.321,Virginia Beach ,36.7858,-76.2019,DFO
2013  ,64.789,Virginia Beach ,36.7858,-76.2019,DFO
2014  ,1033.79,Virginia Beach ,36.7858,-76.2019,DFO
2015  ,872.464,Virginia Beach ,36.7858,-76.2019,DFO
2016  ,273.232,Virginia Beach ,36.7858,-76.2019,DFO
2017  ,232.562,Virginia Beach ,36.7858,-76.2019,DFO
2018  ,805.248,Virginia Beach ,36.7858,-76.2019,DFO
2007  ,0.479,Virginia Beach ,36.7858,-76.2019,LFG
2008  ,980.913,Virginia Beach ,36.7858,-76.2019,LFG
2009  ,187.007,Virginia Beach ,36.7858,-76.2019,LFG
2010  ,475.439,Virginia Beach ,36.7858,-76.2019,LFG
2011  ,86.313,Virginia Beach ,36.7858,-76.2019,LFG
2012  ,1292.679,Virginia Beach ,36.7858,-76.2019,LFG
2013  ,179.211,Virginia Beach ,36.7858,-76.2019,LFG
2014  ,1303.21,Virginia Beach ,36.7858,-76.2019,LFG
2015  ,1010.536,Virginia Beach ,36.7858,-76.2019,LFG
2016  ,679.768,Virginia Beach ,36.7858,-76.2019,LFG
2017  ,256.438,Virginia Beach ,36.7858,-76.2019,LFG
2018  ,683.752,Virginia Beach ,36.7858,-76.2019,LFG
2001  ,15628.16,Elizabeth River Power Station ,36.775,-76.3083,DFO
2002  ,3845.88,Elizabeth River Power Station ,36.775,-76.3083,DFO
2003  ,46270.0,Elizabeth River Power Station ,36.775,-76.3083,DFO
2005  ,2395.0,Elizabeth River Power Station ,36.775,-76.3083,DFO
2006  ,8663.0,Elizabeth River Power Station ,36.775,-76.3083,DFO
2007  ,25446.565,Elizabeth River Power Station ,36.775,-76.3083,DFO
2008  ,14349.757,Elizabeth River Power Station ,36.775,-76.3083,DFO
2009  ,28159.927,Elizabeth River Power Station ,36.775,-76.3083,DFO
2010  ,40316.474,Elizabeth River Power Station ,36.775,-76.3083,DFO
2011  ,14543.671,Elizabeth River Power Station ,36.775,-76.3083,DFO
2012  ,2695.0,Elizabeth River Power Station ,36.775,-76.3083,DFO
2013  ,697.107,Elizabeth River Power Station ,36.775,-76.3083,DFO
2014  ,25175.112,Elizabeth River Power Station ,36.775,-76.3083,DFO
2015  ,15440.478,Elizabeth River Power Station ,36.775,-76.3083,DFO
2016  ,12046.234,Elizabeth River Power Station ,36.775,-76.3083,DFO
2017  ,20749.384,Elizabeth River Power Station ,36.775,-76.3083,DFO
2018  ,45084.918,Elizabeth River Power Station ,36.775,-76.3083,DFO
2001  ,61046.58,Elizabeth River Power Station ,36.775,-76.3083,NG
2002  ,70076.22,Elizabeth River Power Station ,36.775,-76.3083,NG
2003  ,38023.0,Elizabeth River Power Station ,36.775,-76.3083,NG
2005  ,22138.0,Elizabeth River Power Station ,36.775,-76.3083,NG
2006  ,58793.0,Elizabeth River Power Station ,36.775,-76.3083,NG
2007  ,120263.435,Elizabeth River Power Station ,36.775,-76.3083,NG
2008  ,74180.243,Elizabeth River Power Station ,36.775,-76.3083,NG
2009  ,62405.073,Elizabeth River Power Station ,36.775,-76.3083,NG
2010  ,142042.526,Elizabeth River Power Station ,36.775,-76.3083,NG
2011  ,120186.329,Elizabeth River Power Station ,36.775,-76.3083,NG
2012  ,118557.0,Elizabeth River Power Station ,36.775,-76.3083,NG
2013  ,44007.893,Elizabeth River Power Station ,36.775,-76.3083,NG
2014  ,8163.888,Elizabeth River Power Station ,36.775,-76.3083,NG
2015  ,119172.522,Elizabeth River Power Station ,36.775,-76.3083,NG
2016  ,136933.766,Elizabeth River Power Station ,36.775,-76.3083,NG
2017  ,74754.616,Elizabeth River Power Station ,36.775,-76.3083,NG
2018  ,207030.082,Elizabeth River Power Station ,36.775,-76.3083,NG
2001  ,13548.0,Gravel Neck ,37.1575,-76.6911,DFO
2002  ,4697.0,Gravel Neck ,37.1575,-76.6911,DFO
2003  ,74364.0,Gravel Neck ,37.1575,-76.6911,DFO
2004  ,9813.0,Gravel Neck ,37.1575,-76.6911,DFO
2005  ,34075.0,Gravel Neck ,37.1575,-76.6911,DFO
2006  ,12523.0,Gravel Neck ,37.1575,-76.6911,DFO
2007  ,29907.524,Gravel Neck ,37.1575,-76.6911,DFO
2008  ,13319.769,Gravel Neck ,37.1575,-76.6911,DFO
2009  ,17767.18,Gravel Neck ,37.1575,-76.6911,DFO
2010  ,13748.951,Gravel Neck ,37.1575,-76.6911,DFO
2011  ,10540.778,Gravel Neck ,37.1575,-76.6911,DFO
2012  ,1657.123,Gravel Neck ,37.1575,-76.6911,DFO
2013  ,2988.813,Gravel Neck ,37.1575,-76.6911,DFO
2014  ,29649.043,Gravel Neck ,37.1575,-76.6911,DFO
2015  ,10805.405,Gravel Neck ,37.1575,-76.6911,DFO
2016  ,9016.142,Gravel Neck ,37.1575,-76.6911,DFO
2017  ,11124.86,Gravel Neck ,37.1575,-76.6911,DFO
2018  ,29879.306,Gravel Neck ,37.1575,-76.6911,DFO
2001  ,24274.0,Gravel Neck ,37.1575,-76.6911,NG
2002  ,24751.0,Gravel Neck ,37.1575,-76.6911,NG
2003  ,859.0,Gravel Neck ,37.1575,-76.6911,NG
2004  ,3744.0,Gravel Neck ,37.1575,-76.6911,NG
2005  ,88233.0,Gravel Neck ,37.1575,-76.6911,NG
2006  ,48858.0,Gravel Neck ,37.1575,-76.6911,NG
2007  ,71750.476,Gravel Neck ,37.1575,-76.6911,NG
2008  ,35226.231,Gravel Neck ,37.1575,-76.6911,NG
2009  ,49948.82,Gravel Neck ,37.1575,-76.6911,NG
2010  ,124559.049,Gravel Neck ,37.1575,-76.6911,NG
2011  ,55039.222,Gravel Neck ,37.1575,-76.6911,NG
2012  ,67766.877,Gravel Neck ,37.1575,-76.6911,NG
2013  ,83845.187,Gravel Neck ,37.1575,-76.6911,NG
2014  ,23115.957,Gravel Neck ,37.1575,-76.6911,NG
2015  ,80462.595,Gravel Neck ,37.1575,-76.6911,NG
2016  ,129229.858,Gravel Neck ,37.1575,-76.6911,NG
2017  ,51175.14,Gravel Neck ,37.1575,-76.6911,NG
2018  ,61510.694,Gravel Neck ,37.1575,-76.6911,NG
2001  ,674.362,Celanese Acetate LLC ,37.3439,-80.765,DFO
2002  ,1286.0,Celanese Acetate LLC ,37.3439,-80.765,DFO
2004  ,55.84141,Celanese Acetate LLC ,37.3439,-80.765,DFO
2005  ,342.08635,Celanese Acetate LLC ,37.3439,-80.765,DFO
2006  ,372.99888,Celanese Acetate LLC ,37.3439,-80.765,DFO
2007  ,889.55,Celanese Acetate LLC ,37.3439,-80.765,DFO
2008  ,426.439,Celanese Acetate LLC ,37.3439,-80.765,DFO
2009  ,684.926,Celanese Acetate LLC ,37.3439,-80.765,DFO
2010  ,1565.637,Celanese Acetate LLC ,37.3439,-80.765,DFO
2011  ,1105.123,Celanese Acetate LLC ,37.3439,-80.765,DFO
2012  ,556.56,Celanese Acetate LLC ,37.3439,-80.765,DFO
2013  ,365.307,Celanese Acetate LLC ,37.3439,-80.765,DFO
2014  ,642.637,Celanese Acetate LLC ,37.3439,-80.765,DFO
2015  ,109.238,Celanese Acetate LLC ,37.3439,-80.765,DFO
2016  ,0.0,Celanese Acetate LLC ,37.3439,-80.765,DFO
2017  ,0.0,Celanese Acetate LLC ,37.3439,-80.765,DFO
2018  ,0.0,Celanese Acetate LLC ,37.3439,-80.765,DFO
2019  ,0.0,Celanese Acetate LLC ,37.3439,-80.765,DFO
2001  ,12447.708,Celanese Acetate LLC ,37.3439,-80.765,NG
2002  ,8646.001,Celanese Acetate LLC ,37.3439,-80.765,NG
2004  ,1909.76519,Celanese Acetate LLC ,37.3439,-80.765,NG
2005  ,3634.74419,Celanese Acetate LLC ,37.3439,-80.765,NG
2006  ,3494.74513,Celanese Acetate LLC ,37.3439,-80.765,NG
2007  ,3661.39,Celanese Acetate LLC ,37.3439,-80.765,NG
2008  ,5975.981,Celanese Acetate LLC ,37.3439,-80.765,NG
2009  ,8542.633,Celanese Acetate LLC ,37.3439,-80.765,NG
2010  ,4774.088,Celanese Acetate LLC ,37.3439,-80.765,NG
2011  ,26286.455,Celanese Acetate LLC ,37.3439,-80.765,NG
2012  ,25298.51,Celanese Acetate LLC ,37.3439,-80.765,NG
2013  ,27273.133,Celanese Acetate LLC ,37.3439,-80.765,NG
2014  ,22432.769,Celanese Acetate LLC ,37.3439,-80.765,NG
2015  ,132546.473,Celanese Acetate LLC ,37.3439,-80.765,NG
2016  ,154180.009,Celanese Acetate LLC ,37.3439,-80.765,NG
2017  ,155580.61,Celanese Acetate LLC ,37.3439,-80.765,NG
2018  ,171254.238,Celanese Acetate LLC ,37.3439,-80.765,NG
2019  ,179857.0,Celanese Acetate LLC ,37.3439,-80.765,NG
2001  ,9356.999,Schoolfield Dam ,36.576778,-79.432503,WAT
2002  ,9104.0,Schoolfield Dam ,36.576778,-79.432503,WAT
2003  ,22193.001,Schoolfield Dam ,36.576778,-79.432503,WAT
2004  ,20628.001,Schoolfield Dam ,36.576778,-79.432503,WAT
2005  ,18687.0,Schoolfield Dam ,36.576778,-79.432503,WAT
2006  ,16186.0,Schoolfield Dam ,36.576778,-79.432503,WAT
2007  ,14481.72,Schoolfield Dam ,36.576778,-79.432503,WAT
2008  ,11825.0,Schoolfield Dam ,36.576778,-79.432503,WAT
2009  ,14649.0,Schoolfield Dam ,36.576778,-79.432503,WAT
2010  ,16403.0,Schoolfield Dam ,36.576778,-79.432503,WAT
2011  ,13478.0,Schoolfield Dam ,36.576778,-79.432503,WAT
2012  ,12638.0,Schoolfield Dam ,36.576778,-79.432503,WAT
2013  ,14430.0,Schoolfield Dam ,36.576778,-79.432503,WAT
