year,gen,plant_name,lat,lon,fuel
2017  ,26860.94,Chesterfield ,37.3822,-77.3833,DFO
2019  ,18796.021,Chesterfield ,37.3822,-77.3833,DFO
2001  ,8112635.0,Chesterfield ,37.3822,-77.3833,BIT
2002  ,8311736.0,Chesterfield ,37.3822,-77.3833,BIT
2003  ,8264440.0,Chesterfield ,37.3822,-77.3833,BIT
2004  ,7138997.0,Chesterfield ,37.3822,-77.3833,BIT
2005  ,8112483.0,Chesterfield ,37.3822,-77.3833,BIT
2006  ,7431101.0,Chesterfield ,37.3822,-77.3833,BIT
2007  ,8098847.214,Chesterfield ,37.3822,-77.3833,BIT
2008  ,7322230.263,Chesterfield ,37.3822,-77.3833,BIT
2009  ,8259185.108,Chesterfield ,37.3822,-77.3833,BIT
2010  ,6691065.365,Chesterfield ,37.3822,-77.3833,BIT
2011  ,5328827.796,Chesterfield ,37.3822,-77.3833,BIT
2012  ,3599196.612,Chesterfield ,37.3822,-77.3833,BIT
2013  ,5952047.614,Chesterfield ,37.3822,-77.3833,BIT
2014  ,6384302.318,Chesterfield ,37.3822,-77.3833,BIT
2015  ,6566994.997,Chesterfield ,37.3822,-77.3833,BIT
2016  ,6261860.195,Chesterfield ,37.3822,-77.3833,BIT
2017  ,3360222.811,Chesterfield ,37.3822,-77.3833,BIT
2019  ,919703.287,Chesterfield ,37.3822,-77.3833,BIT
2001  ,1454917.0,Chesterfield ,37.3822,-77.3833,NG
2002  ,1280542.0,Chesterfield ,37.3822,-77.3833,NG
2003  ,1193617.0,Chesterfield ,37.3822,-77.3833,NG
2004  ,1004246.0,Chesterfield ,37.3822,-77.3833,NG
2005  ,831768.0,Chesterfield ,37.3822,-77.3833,NG
2006  ,885234.0,Chesterfield ,37.3822,-77.3833,NG
2007  ,1627928.05,Chesterfield ,37.3822,-77.3833,NG
2008  ,1486010.881,Chesterfield ,37.3822,-77.3833,NG
2009  ,2380425.67,Chesterfield ,37.3822,-77.3833,NG
2010  ,2111373.383,Chesterfield ,37.3822,-77.3833,NG
2012  ,2743090.549,Chesterfield ,37.3822,-77.3833,NG
2013  ,3066915.861,Chesterfield ,37.3822,-77.3833,NG
2016  ,2400919.0,Chesterfield ,37.3822,-77.3833,NG
2017  ,3060429.249,Chesterfield ,37.3822,-77.3833,NG
2019  ,2676333.692,Chesterfield ,37.3822,-77.3833,NG
2001  ,9458.0,Cushaw ,37.592887,-79.380823,WAT
2002  ,3920.0,Cushaw ,37.592887,-79.380823,WAT
2003  ,17917.0,Cushaw ,37.592887,-79.380823,WAT
2004  ,23411.0,Cushaw ,37.592887,-79.380823,WAT
2005  ,22200.0,Cushaw ,37.592887,-79.380823,WAT
2006  ,18578.0,Cushaw ,37.592887,-79.380823,WAT
2007  ,15371.0,Cushaw ,37.592887,-79.380823,WAT
2008  ,12650.0,Cushaw ,37.592887,-79.380823,WAT
2009  ,12207.0,Cushaw ,37.592887,-79.380823,WAT
2010  ,10096.0,Cushaw ,37.592887,-79.380823,WAT
2011  ,4861.0,Cushaw ,37.592887,-79.380823,WAT
2012  ,8535.0,Cushaw ,37.592887,-79.380823,WAT
2013  ,13829.0,Cushaw ,37.592887,-79.380823,WAT
2014  ,12391.0,Cushaw ,37.592887,-79.380823,WAT
2015  ,8900.0,Cushaw ,37.592887,-79.380823,WAT
2016  ,6841.0,Cushaw ,37.592887,-79.380823,WAT
2017  ,6796.0,Cushaw ,37.592887,-79.380823,WAT
2018  ,1710.0,Cushaw ,37.592887,-79.380823,WAT
2001  ,1615.0,Low Moor ,37.777,-79.892,DFO
2002  ,63.0,Low Moor ,37.777,-79.892,DFO
2003  ,1345.0,Low Moor ,37.777,-79.892,DFO
2004  ,101.0,Low Moor ,37.777,-79.892,DFO
2005  ,1706.0,Low Moor ,37.777,-79.892,DFO
2006  ,1117.0,Low Moor ,37.777,-79.892,DFO
2007  ,1174.0,Low Moor ,37.777,-79.892,DFO
2008  ,193.0,Low Moor ,37.777,-79.892,DFO
2009  ,186.0,Low Moor ,37.777,-79.892,DFO
2010  ,81.0,Low Moor ,37.777,-79.892,DFO
2011  ,120.0,Low Moor ,37.777,-79.892,DFO
2012  ,421.0,Low Moor ,37.777,-79.892,DFO
2013  ,292.0,Low Moor ,37.777,-79.892,DFO
2014  ,1903.0,Low Moor ,37.777,-79.892,DFO
2015  ,91.0,Low Moor ,37.777,-79.892,DFO
2016  ,178.0,Low Moor ,37.777,-79.892,DFO
2017  ,238.0,Low Moor ,37.777,-79.892,DFO
2018  ,2916.0,Low Moor ,37.777,-79.892,DFO
2001  ,1190.0,Northern Neck ,37.95,-76.711,DFO
2002  ,56.0,Northern Neck ,37.95,-76.711,DFO
2003  ,971.0,Northern Neck ,37.95,-76.711,DFO
2004  ,255.0,Northern Neck ,37.95,-76.711,DFO
2005  ,3640.0,Northern Neck ,37.95,-76.711,DFO
2006  ,1140.0,Northern Neck ,37.95,-76.711,DFO
2007  ,1564.0,Northern Neck ,37.95,-76.711,DFO
2008  ,519.0,Northern Neck ,37.95,-76.711,DFO
2009  ,2204.0,Northern Neck ,37.95,-76.711,DFO
2010  ,1341.0,Northern Neck ,37.95,-76.711,DFO
2011  ,387.0,Northern Neck ,37.95,-76.711,DFO
2012  ,332.0,Northern Neck ,37.95,-76.711,DFO
2013  ,260.0,Northern Neck ,37.95,-76.711,DFO
2014  ,1308.0,Northern Neck ,37.95,-76.711,DFO
2015  ,102.0,Northern Neck ,37.95,-76.711,DFO
2016  ,299.0,Northern Neck ,37.95,-76.711,DFO
2017  ,627.0,Northern Neck ,37.95,-76.711,DFO
2018  ,2525.0,Northern Neck ,37.95,-76.711,DFO
2004  ,254620.78254,Covington Facility ,37.799722,-79.9947,BIT
2006  ,252561.54296,Covington Facility ,37.799722,-79.9947,BIT
2007  ,238419.995,Covington Facility ,37.799722,-79.9947,BIT
2008  ,312151.483,Covington Facility ,37.799722,-79.9947,BIT
2009  ,273191.077,Covington Facility ,37.799722,-79.9947,BIT
2010  ,260057.671,Covington Facility ,37.799722,-79.9947,BIT
2011  ,269430.361,Covington Facility ,37.799722,-79.9947,BIT
2012  ,268815.45,Covington Facility ,37.799722,-79.9947,BIT
2013  ,240893.067,Covington Facility ,37.799722,-79.9947,BIT
2014  ,236807.632,Covington Facility ,37.799722,-79.9947,BIT
2015  ,230712.329,Covington Facility ,37.799722,-79.9947,BIT
2016  ,209199.436,Covington Facility ,37.799722,-79.9947,BIT
2017  ,158320.305,Covington Facility ,37.799722,-79.9947,BIT
2018  ,162109.501,Covington Facility ,37.799722,-79.9947,BIT
2019  ,146911.418,Covington Facility ,37.799722,-79.9947,BIT
2002  ,57056.0,Covington Facility ,37.799722,-79.9947,WDS
2004  ,25654.7731,Covington Facility ,37.799722,-79.9947,WDS
2006  ,24586.33754,Covington Facility ,37.799722,-79.9947,WDS
2007  ,27177.522,Covington Facility ,37.799722,-79.9947,WDS
2008  ,28184.704,Covington Facility ,37.799722,-79.9947,WDS
2009  ,24724.795,Covington Facility ,37.799722,-79.9947,WDS
2010  ,17902.83,Covington Facility ,37.799722,-79.9947,WDS
2011  ,32990.332,Covington Facility ,37.799722,-79.9947,WDS
2012  ,32360.934,Covington Facility ,37.799722,-79.9947,WDS
2013  ,44384.355,Covington Facility ,37.799722,-79.9947,WDS
2014  ,200214.074,Covington Facility ,37.799722,-79.9947,WDS
2015  ,275457.998,Covington Facility ,37.799722,-79.9947,WDS
2016  ,190865.527,Covington Facility ,37.799722,-79.9947,WDS
2017  ,168908.135,Covington Facility ,37.799722,-79.9947,WDS
2018  ,192653.777,Covington Facility ,37.799722,-79.9947,WDS
2019  ,170097.088,Covington Facility ,37.799722,-79.9947,WDS
2002  ,320343.0,Covington Facility ,37.799722,-79.9947,BLQ
2004  ,271740.40109,Covington Facility ,37.799722,-79.9947,BLQ
2006  ,279392.53858,Covington Facility ,37.799722,-79.9947,BLQ
2007  ,297075.911,Covington Facility ,37.799722,-79.9947,BLQ
2008  ,300702.376,Covington Facility ,37.799722,-79.9947,BLQ
2009  ,299891.199,Covington Facility ,37.799722,-79.9947,BLQ
2010  ,279779.226,Covington Facility ,37.799722,-79.9947,BLQ
2011  ,308607.562,Covington Facility ,37.799722,-79.9947,BLQ
2012  ,311219.798,Covington Facility ,37.799722,-79.9947,BLQ
2013  ,302710.599,Covington Facility ,37.799722,-79.9947,BLQ
2014  ,370316.391,Covington Facility ,37.799722,-79.9947,BLQ
2015  ,414100.957,Covington Facility ,37.799722,-79.9947,BLQ
2016  ,456679.503,Covington Facility ,37.799722,-79.9947,BLQ
2017  ,449854.033,Covington Facility ,37.799722,-79.9947,BLQ
2018  ,479463.657,Covington Facility ,37.799722,-79.9947,BLQ
2019  ,424360.231,Covington Facility ,37.799722,-79.9947,BLQ
2004  ,46795.82868,Covington Facility ,37.799722,-79.9947,NG
2006  ,32336.4966,Covington Facility ,37.799722,-79.9947,NG
2007  ,23515.593,Covington Facility ,37.799722,-79.9947,NG
2008  ,22572.528,Covington Facility ,37.799722,-79.9947,NG
2009  ,20873.338,Covington Facility ,37.799722,-79.9947,NG
2010  ,36124.64,Covington Facility ,37.799722,-79.9947,NG
2011  ,35894.01,Covington Facility ,37.799722,-79.9947,NG
2012  ,57404.331,Covington Facility ,37.799722,-79.9947,NG
2013  ,62169.408,Covington Facility ,37.799722,-79.9947,NG
2014  ,80367.236,Covington Facility ,37.799722,-79.9947,NG
2015  ,85577.359,Covington Facility ,37.799722,-79.9947,NG
2016  ,101963.759,Covington Facility ,37.799722,-79.9947,NG
2017  ,149710.519,Covington Facility ,37.799722,-79.9947,NG
2018  ,169504.957,Covington Facility ,37.799722,-79.9947,NG
2019  ,161608.765,Covington Facility ,37.799722,-79.9947,NG
2004  ,990.63368,Covington Facility ,37.799722,-79.9947,DFO
2006  ,945.63328,Covington Facility ,37.799722,-79.9947,DFO
2007  ,623.497,Covington Facility ,37.799722,-79.9947,DFO
2008  ,523.339,Covington Facility ,37.799722,-79.9947,DFO
2009  ,1164.967,Covington Facility ,37.799722,-79.9947,DFO
2010  ,1242.279,Covington Facility ,37.799722,-79.9947,DFO
2011  ,861.55,Covington Facility ,37.799722,-79.9947,DFO
2012  ,1230.98,Covington Facility ,37.799722,-79.9947,DFO
2013  ,1097.188,Covington Facility ,37.799722,-79.9947,DFO
2014  ,1344.323,Covington Facility ,37.799722,-79.9947,DFO
2015  ,1180.468,Covington Facility ,37.799722,-79.9947,DFO
2016  ,428.212,Covington Facility ,37.799722,-79.9947,DFO
2017  ,500.291,Covington Facility ,37.799722,-79.9947,DFO
2018  ,293.009,Covington Facility ,37.799722,-79.9947,DFO
2019  ,187.345,Covington Facility ,37.799722,-79.9947,DFO
2004  ,20605.98392,Covington Facility ,37.799722,-79.9947,RFO
2006  ,13955.01506,Covington Facility ,37.799722,-79.9947,RFO
2007  ,17570.513,Covington Facility ,37.799722,-79.9947,RFO
2008  ,8063.94,Covington Facility ,37.799722,-79.9947,RFO
2009  ,11553.688,Covington Facility ,37.799722,-79.9947,RFO
2010  ,17875.916,Covington Facility ,37.799722,-79.9947,RFO
2011  ,4892.369,Covington Facility ,37.799722,-79.9947,RFO
2012  ,3806.722,Covington Facility ,37.799722,-79.9947,RFO
2013  ,2779.68,Covington Facility ,37.799722,-79.9947,RFO
2014  ,4041.56,Covington Facility ,37.799722,-79.9947,RFO
2015  ,3334.026,Covington Facility ,37.799722,-79.9947,RFO
2016  ,2332.563,Covington Facility ,37.799722,-79.9947,RFO
2017  ,1568.717,Covington Facility ,37.799722,-79.9947,RFO
2018  ,2459.099,Covington Facility ,37.799722,-79.9947,RFO
2019  ,1275.153,Covington Facility ,37.799722,-79.9947,RFO
2001  ,21005.0,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2002  ,191.0,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2004  ,1263.07677,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2005  ,635.72987,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2006  ,848.79296,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2007  ,1867.684,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2008  ,0.0,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2009  ,1064.427,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2010  ,1038.208,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2011  ,1353.175,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2012  ,781.367,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2013  ,398.562,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2014  ,657.939,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2015  ,696.65,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2016  ,808.768,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2017  ,28248.344,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2018  ,46837.738,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2019  ,39429.486,Wheelabrator Portsmouth ,36.8083,-76.3036,DFO
2001  ,173298.0,Wheelabrator Portsmouth ,36.8083,-76.3036,MSW
2002  ,118032.0,Wheelabrator Portsmouth ,36.8083,-76.3036,MSW
2004  ,178855.61122,Wheelabrator Portsmouth ,36.8083,-76.3036,MSW
2005  ,207752.77812,Wheelabrator Portsmouth ,36.8083,-76.3036,MSW
2001  ,12583.0,Chesapeake ,36.7711,-76.3019,DFO
2002  ,14766.0,Chesapeake ,36.7711,-76.3019,DFO
2003  ,23227.0,Chesapeake ,36.7711,-76.3019,DFO
2004  ,14428.0,Chesapeake ,36.7711,-76.3019,DFO
2005  ,32954.0,Chesapeake ,36.7711,-76.3019,DFO
2006  ,23039.0,Chesapeake ,36.7711,-76.3019,DFO
2007  ,20106.564,Chesapeake ,36.7711,-76.3019,DFO
2008  ,34057.435,Chesapeake ,36.7711,-76.3019,DFO
2009  ,25624.803,Chesapeake ,36.7711,-76.3019,DFO
2010  ,51694.779,Chesapeake ,36.7711,-76.3019,DFO
2011  ,35170.41,Chesapeake ,36.7711,-76.3019,DFO
2012  ,22008.182,Chesapeake ,36.7711,-76.3019,DFO
2013  ,24147.168,Chesapeake ,36.7711,-76.3019,DFO
2014  ,44375.121,Chesapeake ,36.7711,-76.3019,DFO
2015  ,380.0,Chesapeake ,36.7711,-76.3019,DFO
2016  ,134.0,Chesapeake ,36.7711,-76.3019,DFO
2017  ,0.0,Chesapeake ,36.7711,-76.3019,DFO
2018  ,1529.0,Chesapeake ,36.7711,-76.3019,DFO
2001  ,4217382.0,Chesapeake ,36.7711,-76.3019,BIT
2002  ,4126398.0,Chesapeake ,36.7711,-76.3019,BIT
2003  ,3593212.0,Chesapeake ,36.7711,-76.3019,BIT
2004  ,4101861.0,Chesapeake ,36.7711,-76.3019,BIT
2005  ,3752931.0,Chesapeake ,36.7711,-76.3019,BIT
2006  ,3656806.0,Chesapeake ,36.7711,-76.3019,BIT
2007  ,3845765.439,Chesapeake ,36.7711,-76.3019,BIT
2008  ,3375987.565,Chesapeake ,36.7711,-76.3019,BIT
2009  ,3279086.197,Chesapeake ,36.7711,-76.3019,BIT
2010  ,3299329.221,Chesapeake ,36.7711,-76.3019,BIT
2011  ,2710076.59,Chesapeake ,36.7711,-76.3019,BIT
2012  ,1364970.818,Chesapeake ,36.7711,-76.3019,BIT
2013  ,1525862.832,Chesapeake ,36.7711,-76.3019,BIT
2014  ,1361371.879,Chesapeake ,36.7711,-76.3019,BIT
2015  ,0.0,Chesapeake ,36.7711,-76.3019,BIT
2016  ,0.0,Chesapeake ,36.7711,-76.3019,BIT
2017  ,0.0,Chesapeake ,36.7711,-76.3019,BIT
2018  ,0.0,Chesapeake ,36.7711,-76.3019,BIT
2001  ,24000.0,Possum Point ,38.5367,-77.2806,DFO
2002  ,13527.0,Possum Point ,38.5367,-77.2806,DFO
2003  ,10576.0,Possum Point ,38.5367,-77.2806,DFO
2004  ,21972.0,Possum Point ,38.5367,-77.2806,DFO
2005  ,17066.0,Possum Point ,38.5367,-77.2806,DFO
2006  ,10777.0,Possum Point ,38.5367,-77.2806,DFO
2007  ,25578.698,Possum Point ,38.5367,-77.2806,DFO
2008  ,11314.793,Possum Point ,38.5367,-77.2806,DFO
2009  ,8607.131,Possum Point ,38.5367,-77.2806,DFO
2010  ,13614.513,Possum Point ,38.5367,-77.2806,DFO
2011  ,3264.731,Possum Point ,38.5367,-77.2806,DFO
2012  ,11381.25,Possum Point ,38.5367,-77.2806,DFO
2013  ,4007.621,Possum Point ,38.5367,-77.2806,DFO
2014  ,21121.855,Possum Point ,38.5367,-77.2806,DFO
2016  ,7341.735,Possum Point ,38.5367,-77.2806,DFO
2018  ,5527.024,Possum Point ,38.5367,-77.2806,DFO
2019  ,7351.551,Possum Point ,38.5367,-77.2806,DFO
2001  ,1500430.0,Possum Point ,38.5367,-77.2806,RFO
2002  ,1016802.0,Possum Point ,38.5367,-77.2806,RFO
2003  ,1152409.0,Possum Point ,38.5367,-77.2806,RFO
2004  ,1214555.0,Possum Point ,38.5367,-77.2806,RFO
2005  ,1593099.0,Possum Point ,38.5367,-77.2806,RFO
2006  ,258023.0,Possum Point ,38.5367,-77.2806,RFO
2007  ,490514.302,Possum Point ,38.5367,-77.2806,RFO
2008  ,324263.218,Possum Point ,38.5367,-77.2806,RFO
2009  ,213686.56,Possum Point ,38.5367,-77.2806,RFO
2010  ,377031.052,Possum Point ,38.5367,-77.2806,RFO
2011  ,70632.759,Possum Point ,38.5367,-77.2806,RFO
2012  ,70994.69,Possum Point ,38.5367,-77.2806,RFO
2013  ,29005.215,Possum Point ,38.5367,-77.2806,RFO
2014  ,183566.425,Possum Point ,38.5367,-77.2806,RFO
2015  ,222620.595,Possum Point ,38.5367,-77.2806,RFO
2016  ,84335.38,Possum Point ,38.5367,-77.2806,RFO
2018  ,49111.861,Possum Point ,38.5367,-77.2806,RFO
2019  ,30609.027,Possum Point ,38.5367,-77.2806,RFO
2003  ,1037706.0,Possum Point ,38.5367,-77.2806,NG
2004  ,2218766.0,Possum Point ,38.5367,-77.2806,NG
2005  ,1990572.0,Possum Point ,38.5367,-77.2806,NG
2006  ,1432502.0,Possum Point ,38.5367,-77.2806,NG
2007  ,2413045.0,Possum Point ,38.5367,-77.2806,NG
2008  ,2206800.988,Possum Point ,38.5367,-77.2806,NG
2009  ,3179560.309,Possum Point ,38.5367,-77.2806,NG
2010  ,3438285.435,Possum Point ,38.5367,-77.2806,NG
2011  ,2949151.51,Possum Point ,38.5367,-77.2806,NG
2012  ,4071836.06,Possum Point ,38.5367,-77.2806,NG
2013  ,3768682.164,Possum Point ,38.5367,-77.2806,NG
2014  ,3447007.72,Possum Point ,38.5367,-77.2806,NG
2016  ,3452155.885,Possum Point ,38.5367,-77.2806,NG
2018  ,3668610.115,Possum Point ,38.5367,-77.2806,NG
2019  ,2817970.422,Possum Point ,38.5367,-77.2806,NG
2001  ,12662376.0,Surry ,37.1661,-76.6986,NUC
2002  ,13672127.0,Surry ,37.1661,-76.6986,NUC
2003  ,11031898.0,Surry ,37.1661,-76.6986,NUC
2004  ,13508868.0,Surry ,37.1661,-76.6986,NUC
2005  ,13230192.0,Surry ,37.1661,-76.6986,NUC
2006  ,12500358.0,Surry ,37.1661,-76.6986,NUC
2007  ,13281548.0,Surry ,37.1661,-76.6986,NUC
2008  ,13497339.0,Surry ,37.1661,-76.6986,NUC
2009  ,13009642.0,Surry ,37.1661,-76.6986,NUC
2010  ,13172437.0,Surry ,37.1661,-76.6986,NUC
2011  ,13029480.0,Surry ,37.1661,-76.6986,NUC
2012  ,13390200.0,Surry ,37.1661,-76.6986,NUC
2013  ,14320958.0,Surry ,37.1661,-76.6986,NUC
2014  ,14332325.0,Surry ,37.1661,-76.6986,NUC
2015  ,11789726.0,Surry ,37.1661,-76.6986,NUC
2016  ,14610518.0,Surry ,37.1661,-76.6986,NUC
2017  ,14427647.0,Surry ,37.1661,-76.6986,NUC
2018  ,13219137.0,Surry ,37.1661,-76.6986,NUC
2019  ,14172977.0,Surry ,37.1661,-76.6986,NUC
2016  ,254.0,Monterey Diesel Generation Facility ,38.421389,-79.591389,DFO
2017  ,272.0,Monterey Diesel Generation Facility ,38.421389,-79.591389,DFO
2018  ,253.0,Monterey Diesel Generation Facility ,38.421389,-79.591389,DFO
2016  ,15912.0,"Eastern Shore Solar, LLC ",37.943895,-75.569556,SUN
2017  ,157538.0,"Eastern Shore Solar, LLC ",37.943895,-75.569556,SUN
2018  ,153665.0,"Eastern Shore Solar, LLC ",37.943895,-75.569556,SUN
2001  ,2078193.0,Yorktown ,37.2144,-76.4611,BIT
2002  ,1855812.0,Yorktown ,37.2144,-76.4611,BIT
2003  ,2070583.0,Yorktown ,37.2144,-76.4611,BIT
2004  ,2265749.0,Yorktown ,37.2144,-76.4611,BIT
2005  ,2052112.0,Yorktown ,37.2144,-76.4611,BIT
2006  ,1920174.0,Yorktown ,37.2144,-76.4611,BIT
2007  ,1953797.718,Yorktown ,37.2144,-76.4611,BIT
2008  ,1851753.897,Yorktown ,37.2144,-76.4611,BIT
2009  ,1682637.289,Yorktown ,37.2144,-76.4611,BIT
2010  ,1524485.951,Yorktown ,37.2144,-76.4611,BIT
2011  ,1196031.225,Yorktown ,37.2144,-76.4611,BIT
2012  ,634882.666,Yorktown ,37.2144,-76.4611,BIT
2013  ,818524.839,Yorktown ,37.2144,-76.4611,BIT
2014  ,893801.54,Yorktown ,37.2144,-76.4611,BIT
2015  ,255427.959,Yorktown ,37.2144,-76.4611,BIT
2016  ,336196.357,Yorktown ,37.2144,-76.4611,BIT
2018  ,362709.64,Yorktown ,37.2144,-76.4611,BIT
2019  ,0.0,Yorktown ,37.2144,-76.4611,BIT
2001  ,2865545.0,Yorktown ,37.2144,-76.4611,RFO
2002  ,2327665.0,Yorktown ,37.2144,-76.4611,RFO
2003  ,2953510.0,Yorktown ,37.2144,-76.4611,RFO
2004  ,3081545.0,Yorktown ,37.2144,-76.4611,RFO
2005  ,1770689.0,Yorktown ,37.2144,-76.4611,RFO
2006  ,247096.0,Yorktown ,37.2144,-76.4611,RFO
2007  ,839081.153,Yorktown ,37.2144,-76.4611,RFO
2008  ,350547.376,Yorktown ,37.2144,-76.4611,RFO
2009  ,233150.771,Yorktown ,37.2144,-76.4611,RFO
2010  ,333285.951,Yorktown ,37.2144,-76.4611,RFO
2011  ,142424.14,Yorktown ,37.2144,-76.4611,RFO
2012  ,71689.272,Yorktown ,37.2144,-76.4611,RFO
2013  ,72637.818,Yorktown ,37.2144,-76.4611,RFO
2014  ,153472.965,Yorktown ,37.2144,-76.4611,RFO
2015  ,293015.433,Yorktown ,37.2144,-76.4611,RFO
2016  ,126915.8,Yorktown ,37.2144,-76.4611,RFO
2018  ,188798.347,Yorktown ,37.2144,-76.4611,RFO
2019  ,43095.587,Yorktown ,37.2144,-76.4611,RFO
2013  ,39080.0,Halifax County Biomass ,36.701389,-78.873333,WDS
2014  ,202625.0,Halifax County Biomass ,36.701389,-78.873333,WDS
2015  ,255258.0,Halifax County Biomass ,36.701389,-78.873333,WDS
2016  ,208730.0,Halifax County Biomass ,36.701389,-78.873333,WDS
2017  ,213510.606,Halifax County Biomass ,36.701389,-78.873333,WDS
2018  ,260157.82,Halifax County Biomass ,36.701389,-78.873333,WDS
2001  ,8439.999,Snowden ,37.5736,-79.3715,WAT
2002  ,5939.009,Snowden ,37.5736,-79.3715,WAT
2003  ,25046.0,Snowden ,37.5736,-79.3715,WAT
2004  ,28848.0,Snowden ,37.5736,-79.3715,WAT
2005  ,14746.0,Snowden ,37.5736,-79.3715,WAT
2006  ,16320.0,Snowden ,37.5736,-79.3715,WAT
2007  ,13112.0,Snowden ,37.5736,-79.3715,WAT
2008  ,8554.0,Snowden ,37.5736,-79.3715,WAT
2009  ,11434.0,Snowden ,37.5736,-79.3715,WAT
2010  ,11578.0,Snowden ,37.5736,-79.3715,WAT
2011  ,9782.0,Snowden ,37.5736,-79.3715,WAT
2012  ,15568.0,Snowden ,37.5736,-79.3715,WAT
2013  ,9214.0,Snowden ,37.5736,-79.3715,WAT
2014  ,19492.0,Snowden ,37.5736,-79.3715,WAT
2015  ,19492.0,Snowden ,37.5736,-79.3715,WAT
2016  ,14567.0,Snowden ,37.5736,-79.3715,WAT
2017  ,9205.0,Snowden ,37.5736,-79.3715,WAT
2018  ,12411.0,Snowden ,37.5736,-79.3715,WAT
2001  ,13600.999,Pinnacles ,36.666866,-80.447897,WAT
2002  ,6315.0,Pinnacles ,36.666866,-80.447897,WAT
2003  ,0.0,Pinnacles ,36.666866,-80.447897,WAT
2004  ,7195.0,Pinnacles ,36.666866,-80.447897,WAT
2008  ,15312.33,Pinnacles ,36.666866,-80.447897,WAT
2009  ,27103.0,Pinnacles ,36.666866,-80.447897,WAT
2010  ,28152.0,Pinnacles ,36.666866,-80.447897,WAT
2011  ,18315.0,Pinnacles ,36.666866,-80.447897,WAT
2012  ,28818.0,Pinnacles ,36.666866,-80.447897,WAT
2013  ,7890.0,Pinnacles ,36.666866,-80.447897,WAT
2014  ,13962.0,Pinnacles ,36.666866,-80.447897,WAT
2015  ,35444.0,Pinnacles ,36.666866,-80.447897,WAT
2016  ,31565.0,Pinnacles ,36.666866,-80.447897,WAT
2017  ,22696.0,Pinnacles ,36.666866,-80.447897,WAT
2018  ,34469.0,Pinnacles ,36.666866,-80.447897,WAT
2001  ,1983.001,Martinsville ,36.664145,-79.883588,WAT
2002  ,1218.0,Martinsville ,36.664145,-79.883588,WAT
2003  ,4732.001,Martinsville ,36.664145,-79.883588,WAT
2004  ,1270.001,Martinsville ,36.664145,-79.883588,WAT
2005  ,1269.999,Martinsville ,36.664145,-79.883588,WAT
2006  ,1270.001,Martinsville ,36.664145,-79.883588,WAT
2007  ,549.0,Martinsville ,36.664145,-79.883588,WAT
2008  ,0.0,Martinsville ,36.664145,-79.883588,WAT
2009  ,1399.86,Martinsville ,36.664145,-79.883588,WAT
2010  ,1099.0,Martinsville ,36.664145,-79.883588,WAT
2011  ,1420.0,Martinsville ,36.664145,-79.883588,WAT
2012  ,1359.0,Martinsville ,36.664145,-79.883588,WAT
2013  ,2308.0,Martinsville ,36.664145,-79.883588,WAT
2014  ,2004.0,Martinsville ,36.664145,-79.883588,WAT
2015  ,2491.0,Martinsville ,36.664145,-79.883588,WAT
2016  ,3217.0,Martinsville ,36.664145,-79.883588,WAT
2017  ,1294.0,Martinsville ,36.664145,-79.883588,WAT
2018  ,647.0,Martinsville ,36.664145,-79.883588,WAT
2001  ,3178.0,Radford ,37.078366,-80.572726,WAT
2002  ,2986.0,Radford ,37.078366,-80.572726,WAT
2003  ,7516.999,Radford ,37.078366,-80.572726,WAT
2004  ,4828.001,Radford ,37.078366,-80.572726,WAT
2005  ,2988.0,Radford ,37.078366,-80.572726,WAT
2006  ,4283.001,Radford ,37.078366,-80.572726,WAT
2007  ,3824.0,Radford ,37.078366,-80.572726,WAT
2008  ,2242.35,Radford ,37.078366,-80.572726,WAT
2009  ,3347.0,Radford ,37.078366,-80.572726,WAT
2010  ,3079.89,Radford ,37.078366,-80.572726,WAT
2011  ,4167.0,Radford ,37.078366,-80.572726,WAT
2012  ,4132.0,Radford ,37.078366,-80.572726,WAT
2013  ,3118.0,Radford ,37.078366,-80.572726,WAT
2014  ,3088.8,Radford ,37.078366,-80.572726,WAT
2001  ,378.0,Tangier ,37.8277,-75.9915,DFO
2002  ,432.999,Tangier ,37.8277,-75.9915,DFO
2003  ,134.0,Tangier ,37.8277,-75.9915,DFO
2004  ,102.0,Tangier ,37.8277,-75.9915,DFO
2005  ,227.0,Tangier ,37.8277,-75.9915,DFO
